ID	FORM	LEMMA	CPOS	POS	FEATS	HEAD	DEPREL	PHEAD	PDEPREL	ID_TOKEN_NELL_INTERVENTO	CUE	SCOPE
1	Abbiamo	_	_	_	_	6	aux	_	_	952	O	_
2	,	_	_	_	_	1	punct	_	_	953	O	_
3	anzi	_	_	_	_	6	advmod	_	_	954	O	_
4	,	_	_	_	_	3	punct	_	_	955	O	_
5	esplicitamente	_	_	_	_	6	advmod	_	_	956	O	_
6	condizionato	_	_	_	_	0	root	_	_	957	O	_
7	la	_	_	_	_	9	det	_	_	958	O	_
8	nostra	_	_	_	_	9	det:poss	_	_	959	O	_
9	disponibilità	_	_	_	_	6	obj	_	_	960	O	_
10	ad	_	_	_	_	11	case	_	_	961	O	_
11	attività	_	_	_	_	6	obl	_	_	962	O	_
12	di	_	_	_	_	13	case	_	_	963	O	_
13	supporto	_	_	_	_	11	nmod	_	_	964	O	_
14	logistico	_	_	_	_	13	amod	_	_	965	O	_
15	:	_	_	_	_	11	punct	_	_	966	O	_
16	le	_	_	_	_	17	det	_	_	967	O	_
17	attività	_	_	_	_	11	appos	_	_	968	O	_
18	basate	_	_	_	_	17	amod	_	_	969	O	_
19-20	sui	_	_	_	_	_	_	_	_	_	_	_
19	su	_	_	_	_	21	case	_	_	970	O	_
20	i	_	_	_	_	21	det	_	_	971	O	_
21	trattati	_	_	_	_	18	obl	_	_	972	O	_
22	bilaterali	_	_	_	_	21	amod	_	_	973	O	_
23	tra	_	_	_	_	25	case	_	_	974	O	_
24	l'	_	_	_	_	25	det	_	_	975	O	_
25	Italia	_	_	_	_	21	nmod	_	_	976	O	_
26	e	_	_	_	_	28	cc	_	_	977	O	_
27	gli	_	_	_	_	28	det	_	_	978	O	_
28	Stati	_	_	_	_	25	conj	_	_	979	O	_
29	Uniti	_	_	_	_	28	flat:name	_	_	980	O	_
30-31	del	_	_	_	_	_	_	_	_	_	_	_
30	di	_	_	_	_	32	case	_	_	981	O	_
31	il	_	_	_	_	32	det	_	_	982	O	_
32	1954	_	_	_	_	21	nmod	_	_	983	O	_
33	e	_	_	_	_	36	cc	_	_	984	O	_
34-35	del	_	_	_	_	_	_	_	_	_	_	_
34	di	_	_	_	_	36	case	_	_	985	O	_
35	il	_	_	_	_	36	det	_	_	986	O	_
36	1995	_	_	_	_	32	conj	_	_	987	O	_
37	.	_	_	_	_	6	punct	_	_	988	O	_
# sent_id = 28												
# text = Abbiamo condizionato questo supporto, che si è svolto in particolare dalla base aerea di Aviano, in provincia di Pordenone, al fatto che dal nostro territorio non partissero azioni dirette a colpire il territorio siriano, e così è stato.												
1	Abbiamo	_	_	_	_	2	aux	_	_	989	O	_
2	condizionato	_	_	_	_	0	root	_	_	990	O	_
3	questo	_	_	_	_	4	det	_	_	991	O	_
4	supporto	_	_	_	_	2	obj	_	_	992	O	_
5	,	_	_	_	_	4	punct	_	_	993	O	_
6	che	_	_	_	_	9	nsubj	_	_	994	O	_
7	si	_	_	_	_	9	expl	_	_	995	O	_
8	è	_	_	_	_	9	aux	_	_	996	O	_
9	svolto	_	_	_	_	4	acl:relcl	_	_	997	O	_
10	in	_	_	_	_	11	case	_	_	998	O	_
11	particolare	_	_	_	_	9	obl	_	_	999	O	_
12-13	dalla	_	_	_	_	_	_	_	_	_	_	_
12	da	_	_	_	_	14	case	_	_	1000	O	_
13	la	_	_	_	_	14	det	_	_	1001	O	_
14	base	_	_	_	_	9	obl	_	_	1002	O	_
15	aerea	_	_	_	_	14	amod	_	_	1003	O	_
16	di	_	_	_	_	17	case	_	_	1004	O	_
17	Aviano	_	_	_	_	14	nmod	_	_	1005	O	_
18	,	_	_	_	_	17	punct	_	_	1006	O	_
19	in	_	_	_	_	20	case	_	_	1007	O	_
20	provincia	_	_	_	_	14	nmod	_	_	1008	O	_
21	di	_	_	_	_	22	case	_	_	1009	O	_
22	Pordenone	_	_	_	_	20	nmod	_	_	1010	O	_
23	,	_	_	_	_	9	punct	_	_	1011	O	_
24-25	al	_	_	_	_	_	_	_	_	_	_	_
24	a	_	_	_	_	26	case	_	_	1012	O	_
25	il	_	_	_	_	26	det	_	_	1013	O	_
26	fatto	_	_	_	_	2	obl	_	_	1014	O	_
27	che	_	_	_	_	33	mark	_	_	1015	O	_
28-29	dal	_	_	_	_	_	_	_	_	_	_	_
28	da	_	_	_	_	31	case	_	_	1016	O	1020
29	il	_	_	_	_	31	det	_	_	1017	O	1020
30	nostro	_	_	_	_	31	det:poss	_	_	1018	O	1020
31	territorio	_	_	_	_	33	obl	_	_	1019	O	1020
32	non	_	_	_	_	33	advmod	_	_	1020	BN	_
33	partissero	_	_	_	_	26	advcl	_	_	1021	O	1020
34	azioni	_	_	_	_	33	nsubj	_	_	1022	O	1020
35	dirette	_	_	_	_	34	amod	_	_	1023	O	1020
36	a	_	_	_	_	37	mark	_	_	1024	O	1020
37	colpire	_	_	_	_	35	advcl	_	_	1025	O	1020
38	il	_	_	_	_	39	det	_	_	1026	O	1020
39	territorio	_	_	_	_	37	obj	_	_	1027	O	1020
40	siriano	_	_	_	_	39	amod	_	_	1028	O	1020
41	,	_	_	_	_	43	punct	_	_	1029	O	_
42	e	_	_	_	_	43	cc	_	_	1030	O	_
43	così	_	_	_	_	2	conj	_	_	1031	O	_
44	è	_	_	_	_	43	aux	_	_	1032	O	_
45	stato	_	_	_	_	43	cop	_	_	1033	O	_
46	.	_	_	_	_	2	punct	_	_	1034	O	_
# sent_id = 29												
# text = Sul piano politico-diplomatico abbiamo chiarito ai nostri alleati, sin dall'inizio, la nostra contrarietà ad ogni escalation e abbiamo ribadito la convinzione italiana sulla impossibilità di giungere a una soluzione di un conflitto che si protrae da così lungo tempo soltanto con l'uso della forza e con l'idea di cacciare manu militari il dittatore Bashar al-Assad da Damasco.												
1-2	Sul	_	_	_	_	_	_	_	_	_	_	_
1	Su	_	_	_	_	3	case	_	_	1035	O	_
2	il	_	_	_	_	3	det	_	_	1036	O	_
3	piano	_	_	_	_	8	obl	_	_	1037	O	_
4	politico	_	_	_	_	3	amod	_	_	1038	O	_
5	-	_	_	_	_	4	punct	_	_	1039	O	_
6	diplomatico	_	_	_	_	4	conj	_	_	1040	O	_
7	abbiamo	_	_	_	_	8	aux	_	_	1041	O	_
8	chiarito	_	_	_	_	0	root	_	_	1042	O	_
9-10	ai	_	_	_	_	_	_	_	_	_	_	_
9	a	_	_	_	_	12	case	_	_	1043	O	_
10	i	_	_	_	_	12	det	_	_	1044	O	_
11	nostri	_	_	_	_	12	det:poss	_	_	1045	O	_
12	alleati	_	_	_	_	8	obl	_	_	1046	O	_
13	,	_	_	_	_	8	punct	_	_	1047	O	_
14	sin	_	_	_	_	17	case	_	_	1048	O	_
15-16	dall'	_	_	_	_	_	_	_	_	_	_	_
15	da	_	_	_	_	14	fixed	_	_	1049	O	_
16	l'	_	_	_	_	17	det	_	_	1050	O	_
17	inizio	_	_	_	_	8	obl	_	_	1051	O	_
18	,	_	_	_	_	8	punct	_	_	1052	O	_
19	la	_	_	_	_	21	det	_	_	1053	O	_
20	nostra	_	_	_	_	21	det:poss	_	_	1054	O	_
21	contrarietà	_	_	_	_	8	obj	_	_	1055	O	_
22	ad	_	_	_	_	24	case	_	_	1056	O	_
23	ogni	_	_	_	_	24	det	_	_	1057	O	_
24	escalation	_	_	_	_	21	nmod	_	_	1058	O	_
25	e	_	_	_	_	27	cc	_	_	1059	O	_
26	abbiamo	_	_	_	_	27	aux	_	_	1060	O	_
27	ribadito	_	_	_	_	8	conj	_	_	1061	O	_
28	la	_	_	_	_	29	det	_	_	1062	O	_
29	convinzione	_	_	_	_	27	obj	_	_	1063	O	_
30	italiana	_	_	_	_	29	amod	_	_	1064	O	_
31-32	sulla	_	_	_	_	_	_	_	_	_	_	_
31	su	_	_	_	_	33	case	_	_	1065	O	_
32	la	_	_	_	_	33	det	_	_	1066	O	_
33	impossibilità	_	_	_	_	27	obl	_	_	1067	O	_
34	di	_	_	_	_	35	mark	_	_	1068	O	_
35	giungere	_	_	_	_	33	acl	_	_	1069	O	_
36	a	_	_	_	_	38	case	_	_	1070	O	_
37	una	_	_	_	_	38	det	_	_	1071	O	_
38	soluzione	_	_	_	_	35	obl	_	_	1072	O	_
39	di	_	_	_	_	41	case	_	_	1073	O	_
40	un	_	_	_	_	41	det	_	_	1074	O	_
41	conflitto	_	_	_	_	38	nmod	_	_	1075	O	_
42	che	_	_	_	_	44	nsubj	_	_	1076	O	_
43	si	_	_	_	_	44	expl	_	_	1077	O	_
44	protrae	_	_	_	_	41	acl:relcl	_	_	1078	O	_
45	da	_	_	_	_	48	case	_	_	1079	O	_
46	così	_	_	_	_	48	advmod	_	_	1080	O	_
47	lungo	_	_	_	_	48	amod	_	_	1081	O	_
48	tempo	_	_	_	_	44	obl	_	_	1082	O	_
49	soltanto	_	_	_	_	52	advmod	_	_	1083	O	_
50	con	_	_	_	_	52	case	_	_	1084	O	_
51	l'	_	_	_	_	52	det	_	_	1085	O	_
52	uso	_	_	_	_	44	obl	_	_	1086	O	_
53-54	della	_	_	_	_	_	_	_	_	_	_	_
53	di	_	_	_	_	55	case	_	_	1087	O	_
54	la	_	_	_	_	55	det	_	_	1088	O	_
55	forza	_	_	_	_	52	nmod	_	_	1089	O	_
56	e	_	_	_	_	59	cc	_	_	1090	O	_
57	con	_	_	_	_	59	case	_	_	1091	O	_
58	l'	_	_	_	_	59	det	_	_	1092	O	_
59	idea	_	_	_	_	52	conj	_	_	1093	O	_
60	di	_	_	_	_	61	mark	_	_	1094	O	_
61	cacciare	_	_	_	_	59	acl	_	_	1095	O	_
62	manu	_	_	_	_	61	advmod	_	_	1096	O	_
63	militari	_	_	_	_	62	amod	_	_	1097	O	_
64	il	_	_	_	_	65	det	_	_	1098	O	_
65	dittatore	_	_	_	_	61	obj	_	_	1099	O	_
66	Bashar	_	_	_	_	65	nmod	_	_	1100	O	_
67	al-	_	_	_	_	66	flat:name	_	_	1101	O	_
68	Assad	_	_	_	_	66	flat:name	_	_	1102	O	_
69	da	_	_	_	_	70	case	_	_	1103	O	_
70	Damasco	_	_	_	_	61	obl	_	_	1104	O	_
71	.	_	_	_	_	8	punct	_	_	1105	O	_
# sent_id = 30												
# text = Non si tratta, onorevoli colleghi, di una posizione recente o improvvisata, questa.												
1	Non	_	_	_	_	3	advmod	_	_	1106	BN	_
2	si	_	_	_	_	3	expl	_	_	1107	O	1106
3	tratta	_	_	_	_	0	root	_	_	1108	O	1106
4	,	_	_	_	_	3	punct	_	_	1109	O	_
5	onorevoli	_	_	_	_	6	amod	_	_	1110	O	_
6	colleghi	_	_	_	_	3	vocative	_	_	1111	O	_
7	,	_	_	_	_	3	punct	_	_	1112	O	_
8	di	_	_	_	_	10	case	_	_	1113	O	1106
9	una	_	_	_	_	10	det	_	_	1114	O	1106
10	posizione	_	_	_	_	3	obl	_	_	1115	O	1106
11	recente	_	_	_	_	10	amod	_	_	1116	O	1106
12	o	_	_	_	_	13	cc	_	_	1117	O	1106
13	improvvisata	_	_	_	_	11	conj	_	_	1118	O	1106
14	,	_	_	_	_	3	punct	_	_	1119	O	1106
15	questa	_	_	_	_	3	nsubj	_	_	1120	O	1106
16	.	_	_	_	_	3	punct	_	_	1121	O	1106
# sent_id = 31												
# text = È quanto andiamo ripetendo da anni ai nostri alleati;												
1	È	_	_	_	_	2	cop	_	_	1122	O	_
2	quanto	_	_	_	_	0	root	_	_	1123	O	_
3	andiamo	_	_	_	_	4	aux	_	_	1124	O	_
4	ripetendo	_	_	_	_	2	acl:relcl	_	_	1125	O	_
5	da	_	_	_	_	6	case	_	_	1126	O	_
6	anni	_	_	_	_	4	obl	_	_	1127	O	_
7-8	ai	_	_	_	_	_	_	_	_	_	_	_
7	a	_	_	_	_	10	case	_	_	1128	O	_
8	i	_	_	_	_	10	det	_	_	1129	O	_
9	nostri	_	_	_	_	10	det:poss	_	_	1130	O	_
10	alleati	_	_	_	_	4	obl	_	_	1131	O	_
11	;	_	_	_	_	2	punct	_	_	1132	O	_
# sent_id = 32												
# text = è quanto, purtroppo, la realtà di questi mesi conferma giorno dopo giorno.												
1	è	_	_	_	_	2	cop	_	_	1133	O	_
2	quanto	_	_	_	_	0	root	_	_	1134	O	_
3	,	_	_	_	_	2	punct	_	_	1135	O	_
4	purtroppo	_	_	_	_	11	advmod	_	_	1136	O	_
5	,	_	_	_	_	4	punct	_	_	1137	O	_
6	la	_	_	_	_	7	det	_	_	1138	O	_
7	realtà	_	_	_	_	11	nsubj	_	_	1139	O	_
8	di	_	_	_	_	10	case	_	_	1140	O	_
9	questi	_	_	_	_	10	det	_	_	1141	O	_
10	mesi	_	_	_	_	7	nmod	_	_	1142	O	_
11	conferma	_	_	_	_	2	acl:relcl	_	_	1143	O	_
12	giorno	_	_	_	_	11	obl	_	_	1144	O	_
13	dopo	_	_	_	_	14	case	_	_	1145	O	_
14	giorno	_	_	_	_	12	nmod	_	_	1146	O	_
15	.	_	_	_	_	2	punct	_	_	1147	O	_
# sent_id = 33												
# text = Il conflitto è un conflitto senza fine, il regime è responsabile di crimini inauditi, e, tra l'altro, a chi si domanda in questi giorni il famoso cui prodest, cioè perché mai Bashar al-Assad avrebbe dovuto, in un momento in cui, tutto sommato, sul piano militare sta riconquistando gran parte del suo Paese, accanirsi con armi chimiche sulla popolazione di Douma, io risponderei che di ragionevolezza in questi sette anni di conflitto, francamente, ne ho vista ben poca.												
1	Il	_	_	_	_	2	det	_	_	1148	O	_
2	conflitto	_	_	_	_	5	nsubj	_	_	1149	O	_
3	è	_	_	_	_	5	cop	_	_	1150	O	_
4	un	_	_	_	_	5	det	_	_	1151	O	_
5	conflitto	_	_	_	_	0	root	_	_	1152	O	_
6	senza	_	_	_	_	7	case	_	_	1153	O	_
7	fine	_	_	_	_	5	nmod	_	_	1154	O	_
8	,	_	_	_	_	12	punct	_	_	1155	O	_
9	il	_	_	_	_	10	det	_	_	1156	O	_
10	regime	_	_	_	_	12	nsubj	_	_	1157	O	_
11	è	_	_	_	_	12	cop	_	_	1158	O	_
12	responsabile	_	_	_	_	5	conj	_	_	1159	O	_
13	di	_	_	_	_	14	case	_	_	1160	O	_
14	crimini	_	_	_	_	12	obl	_	_	1161	O	_
15	inauditi	_	_	_	_	14	amod	_	_	1162	O	_
16	,	_	_	_	_	12	punct	_	_	1163	O	_
17	e	_	_	_	_	77	cc	_	_	1164	O	_
18	,	_	_	_	_	21	punct	_	_	1165	O	_
19	tra	_	_	_	_	21	case	_	_	1166	O	_
20	l'	_	_	_	_	21	det	_	_	1167	O	_
21	altro	_	_	_	_	77	obl	_	_	1168	O	_
22	,	_	_	_	_	21	punct	_	_	1169	O	_
23	a	_	_	_	_	24	case	_	_	1170	O	_
24	chi	_	_	_	_	26	obl	_	_	1171	O	_
25	si	_	_	_	_	26	expl	_	_	1172	O	_
26	domanda	_	_	_	_	77	ccomp	_	_	1173	O	_
27	in	_	_	_	_	29	case	_	_	1174	O	_
28	questi	_	_	_	_	29	det	_	_	1175	O	_
29	giorni	_	_	_	_	26	obl	_	_	1176	O	_
30	il	_	_	_	_	33	det	_	_	1177	O	_
31	famoso	_	_	_	_	33	amod	_	_	1178	O	_
32	cui	_	_	_	_	33	det:poss	_	_	1179	O	_
33	prodest	_	_	_	_	26	obj	_	_	1180	O	_
34	,	_	_	_	_	26	punct	_	_	1181	O	_
35	cioè	_	_	_	_	45	cc	_	_	1182	O	_
36	perché	_	_	_	_	26	mark	_	_	1183	O	_
37	mai	_	_	_	_	57	advmod	_	_	1184	O	_
38	Bashar	_	_	_	_	57	nsubj	_	_	1185	O	_
39	al-Assad	_	_	_	_	38	flat:name	_	_	1186	O	_
40	avrebbe	_	_	_	_	41	aux	_	_	1187	O	_
41	dovuto	_	_	_	_	92	aux	_	_	1188	O	_
42	,	_	_	_	_	41	punct	_	_	1189	O	_
43	in	_	_	_	_	45	case	_	_	1190	O	_
44	un	_	_	_	_	45	det	_	_	1191	O	_
45	momento	_	_	_	_	26	obl	_	_	1192	O	_
46	in	_	_	_	_	47	case	_	_	1193	O	_
47	cui	_	_	_	_	57	obl	_	_	1194	O	_
48	,	_	_	_	_	47	punct	_	_	1195	O	_
49	tutto	_	_	_	_	50	advmod	_	_	1196	O	_
50	sommato	_	_	_	_	57	advmod	_	_	1197	O	_
51	,	_	_	_	_	50	punct	_	_	1198	O	_
52-53	sul	_	_	_	_	_	_	_	_	_	_	_
52	su	_	_	_	_	54	case	_	_	1199	O	_
53	il	_	_	_	_	54	det	_	_	1200	O	_
54	piano	_	_	_	_	57	obl	_	_	1201	O	_
55	militare	_	_	_	_	54	amod	_	_	1202	O	_
56	sta	_	_	_	_	57	aux	_	_	1203	O	_
57	riconquistando	_	_	_	_	45	acl:relcl	_	_	1204	O	_
58	gran	_	_	_	_	59	amod	_	_	1205	O	_
59	parte	_	_	_	_	57	obj	_	_	1206	O	_
60-61	del	_	_	_	_	_	_	_	_	_	_	_
60	di	_	_	_	_	63	case	_	_	1207	O	_
61	il	_	_	_	_	63	det	_	_	1208	O	_
62	suo	_	_	_	_	63	det:poss	_	_	1209	O	_
63	Paese	_	_	_	_	59	nmod	_	_	1210	O	_
64	,	_	_	_	_	57	punct	_	_	1211	O	_
65-66	accanirsi	_	_	_	_	_	_	_	_	_	_	_
65	accanir	_	_	_	_	57	advcl	_	_	1212	O	_
66	si	_	_	_	_	65	expl	_	_	1213	O	_
67	con	_	_	_	_	68	case	_	_	1214	O	_
68	armi	_	_	_	_	65	obl	_	_	1215	O	_
69	chimiche	_	_	_	_	68	amod	_	_	1216	O	_
70-71	sulla	_	_	_	_	_	_	_	_	_	_	_
70	su	_	_	_	_	72	case	_	_	1217	O	_
71	la	_	_	_	_	72	det	_	_	1218	O	_
72	popolazione	_	_	_	_	65	obl	_	_	1219	O	_
73	di	_	_	_	_	74	case	_	_	1220	O	_
74	Douma	_	_	_	_	72	nmod	_	_	1221	O	_
75	,	_	_	_	_	5	punct	_	_	1222	O	_
76	io	_	_	_	_	77	nsubj	_	_	1223	O	_
77	risponderei	_	_	_	_	5	conj	_	_	1224	O	_
78	che	_	_	_	_	92	mark	_	_	1225	O	_
79	di	_	_	_	_	80	case	_	_	1226	O	_
80	ragionevolezza	_	_	_	_	92	obl	_	_	1227	O	_
81	in	_	_	_	_	84	case	_	_	1228	O	_
82	questi	_	_	_	_	84	det	_	_	1229	O	_
83	sette	_	_	_	_	84	nummod	_	_	1230	O	_
84	anni	_	_	_	_	92	obl	_	_	1231	O	_
85	di	_	_	_	_	86	case	_	_	1232	O	_
86	conflitto	_	_	_	_	84	nmod	_	_	1233	O	_
87	,	_	_	_	_	84	punct	_	_	1234	O	_
88	francamente	_	_	_	_	92	advmod	_	_	1235	O	_
89	,	_	_	_	_	88	punct	_	_	1236	O	_
90	ne	_	_	_	_	92	iobj	_	_	1237	O	_
91	ho	_	_	_	_	92	aux	_	_	1238	O	_
92	vista	_	_	_	_	77	ccomp	_	_	1239	O	_
93	ben	_	_	_	_	94	advmod	_	_	1240	O	_
94	poca	_	_	_	_	92	obj	_	_	1241	O	_
95	.	_	_	_	_	5	punct	_	_	1242	O	_
# sent_id = 34												
# text = Dov'è la ragionevolezza nei barili-bombe che sono stati utilizzati continuamente nel conflitto siriano e che sapete che conseguenze provocano?												
1	Dov'	_	_	_	_	2	advmod	_	_	1243	O	_
2	è	_	_	_	_	0	root	_	_	1244	O	_
3	la	_	_	_	_	4	det	_	_	1245	O	_
4	ragionevolezza	_	_	_	_	2	nsubj	_	_	1246	O	_
5-6	nei	_	_	_	_	_	_	_	_	_	_	_
5	in	_	_	_	_	7	case	_	_	1247	O	_
6	i	_	_	_	_	7	det	_	_	1248	O	_
7	barili	_	_	_	_	2	obl	_	_	1249	O	_
8	-	_	_	_	_	7	punct	_	_	1250	O	_
9	bombe	_	_	_	_	7	compound	_	_	1251	O	_
10	che	_	_	_	_	13	nsubj:pass	_	_	1252	O	_
11	sono	_	_	_	_	13	aux	_	_	1253	O	_
12	stati	_	_	_	_	13	aux:pass	_	_	1254	O	_
13	utilizzati	_	_	_	_	7	acl:relcl	_	_	1255	O	_
14	continuamente	_	_	_	_	13	advmod	_	_	1256	O	_
15-16	nel	_	_	_	_	_	_	_	_	_	_	_
15	in	_	_	_	_	17	case	_	_	1257	O	_
16	il	_	_	_	_	17	det	_	_	1258	O	_
17	conflitto	_	_	_	_	13	obl	_	_	1259	O	_
18	siriano	_	_	_	_	17	amod	_	_	1260	O	_
19	e	_	_	_	_	21	cc	_	_	1261	O	_
20	che	_	_	_	_	21	nsubj	_	_	1262	O	_
21	sapete	_	_	_	_	13	conj	_	_	1263	O	_
22	che	_	_	_	_	23	det	_	_	1264	O	_
23	conseguenze	_	_	_	_	24	obj	_	_	1265	O	_
24	provocano	_	_	_	_	21	ccomp	_	_	1266	O	_
25	?	_	_	_	_	2	punct	_	_	1267	O	_
# sent_id = 35												
# text = Dov'è la ragionevolezza nel negare accesso umanitario a città assediate in cui l'esito militare del confronto ormai è definito, ma ci si ostina, come ci si è ostinati per settimane, per mesi, a negare alle Nazioni unite, alla Croce Rossa, ogni accesso umanitario?												
1	Dov'	_	_	_	_	2	advmod	_	_	1268	O	_
2	è	_	_	_	_	0	root	_	_	1269	O	_
3	la	_	_	_	_	4	det	_	_	1270	O	_
4	ragionevolezza	_	_	_	_	2	nsubj	_	_	1271	O	_
5-6	nel	_	_	_	_	_	_	_	_	_	_	_
5	in	_	_	_	_	7	case	_	_	1272	O	_
6	il	_	_	_	_	7	det	_	_	1273	O	_
7	negare	_	_	_	_	2	obl	_	_	1274	O	_
8	accesso	_	_	_	_	7	obj	_	_	1275	O	_
9	umanitario	_	_	_	_	8	amod	_	_	1276	O	_
10	a	_	_	_	_	11	case	_	_	1277	O	_
11	città	_	_	_	_	7	obl	_	_	1278	O	_
12	assediate	_	_	_	_	11	amod	_	_	1279	O	_
13	in	_	_	_	_	14	case	_	_	1280	O	_
14	cui	_	_	_	_	23	obl	_	_	1281	O	_
15	l'	_	_	_	_	16	det	_	_	1282	O	_
16	esito	_	_	_	_	23	nsubj:pass	_	_	1283	O	_
17	militare	_	_	_	_	16	amod	_	_	1284	O	_
18-19	del	_	_	_	_	_	_	_	_	_	_	_
18	di	_	_	_	_	20	case	_	_	1285	O	_
19	il	_	_	_	_	20	det	_	_	1286	O	_
20	confronto	_	_	_	_	16	nmod	_	_	1287	O	_
21	ormai	_	_	_	_	23	advmod	_	_	1288	O	_
22	è	_	_	_	_	23	aux:pass	_	_	1289	O	_
23	definito	_	_	_	_	11	acl:relcl	_	_	1290	O	_
24	,	_	_	_	_	28	punct	_	_	1291	O	_
25	ma	_	_	_	_	28	cc	_	_	1292	O	_
26	ci	_	_	_	_	28	expl	_	_	1293	O	_
27	si	_	_	_	_	28	expl:impers	_	_	1294	O	_
28	ostina	_	_	_	_	2	conj	_	_	1295	O	_
29	,	_	_	_	_	28	punct	_	_	1296	O	_
30	come	_	_	_	_	34	mark	_	_	1297	O	_
31	ci	_	_	_	_	34	expl	_	_	1298	O	_
32	si	_	_	_	_	34	expl:impers	_	_	1299	O	_
33	è	_	_	_	_	34	aux	_	_	1300	O	_
34	ostinati	_	_	_	_	28	advcl	_	_	1301	O	_
35	per	_	_	_	_	36	case	_	_	1302	O	_
36	settimane	_	_	_	_	34	obl	_	_	1303	O	_
37	,	_	_	_	_	39	punct	_	_	1304	O	_
38	per	_	_	_	_	39	case	_	_	1305	O	_
39	mesi	_	_	_	_	34	obl	_	_	1306	O	_
40	,	_	_	_	_	34	punct	_	_	1307	O	_
41	a	_	_	_	_	42	mark	_	_	1308	O	_
42	negare	_	_	_	_	34	xcomp	_	_	1309	O	_
43-44	alle	_	_	_	_	_	_	_	_	_	_	_
43	a	_	_	_	_	45	case	_	_	1310	O	_
44	le	_	_	_	_	45	det	_	_	1311	O	_
45	Nazioni	_	_	_	_	42	obl	_	_	1312	O	_
46	unite	_	_	_	_	45	amod	_	_	1313	O	_
47	,	_	_	_	_	50	punct	_	_	1314	O	_
48-49	alla	_	_	_	_	_	_	_	_	_	_	_
48	a	_	_	_	_	50	case	_	_	1315	O	_
49	la	_	_	_	_	50	det	_	_	1316	O	_
50	Croce	_	_	_	_	45	conj	_	_	1317	O	_
51	Rossa	_	_	_	_	50	flat:name	_	_	1318	O	_
52	,	_	_	_	_	34	punct	_	_	1319	O	_
53	ogni	_	_	_	_	54	det	_	_	1320	O	_
54	accesso	_	_	_	_	42	obj	_	_	1321	O	_
55	umanitario	_	_	_	_	54	amod	_	_	1322	O	_
56	?	_	_	_	_	2	punct	_	_	1323	O	_
# sent_id = 36												
# text = Quindi, io ho visto francamente in questi anni solo l'irragionevole logica del terrore, e quindi non mi domando dove sia la ragionevolezza nell'utilizzo di armi chimiche contro il proprio popolo.												
1	Quindi	_	_	_	_	5	advmod	_	_	1324	O	_
2	,	_	_	_	_	1	punct	_	_	1325	O	_
3	io	_	_	_	_	5	nsubj	_	_	1326	O	_
4	ho	_	_	_	_	5	aux	_	_	1327	O	_
5	visto	_	_	_	_	0	root	_	_	1328	O	_
6	francamente	_	_	_	_	5	advmod	_	_	1329	O	_
7	in	_	_	_	_	9	case	_	_	1330	O	_
8	questi	_	_	_	_	9	det	_	_	1331	O	_
9	anni	_	_	_	_	5	obl	_	_	1332	O	_
10	solo	_	_	_	_	13	advmod	_	_	1333	O	_
11	l'	_	_	_	_	13	det	_	_	1334	O	_
12	irragionevole	_	_	_	_	13	amod	_	_	1335	O	_
13	logica	_	_	_	_	5	obj	_	_	1336	O	_
14-15	del	_	_	_	_	_	_	_	_	_	_	_
14	di	_	_	_	_	16	case	_	_	1337	O	_
15	il	_	_	_	_	16	det	_	_	1338	O	_
16	terrore	_	_	_	_	13	nmod	_	_	1339	O	_
17	,	_	_	_	_	22	punct	_	_	1340	O	_
18	e	_	_	_	_	22	cc	_	_	1341	O	_
19	quindi	_	_	_	_	22	advmod	_	_	1342	O	_
20	non	_	_	_	_	22	advmod	_	_	1343	BN	_
21	mi	_	_	_	_	22	expl	_	_	1344	O?	1343
22	domando	_	_	_	_	5	conj	_	_	1345	BS?	1343
23	dove	_	_	_	_	24	advmod	_	_	1346	O	1343, 1345?
24	sia	_	_	_	_	22	ccomp	_	_	1347	O	1343, 1345?
25	la	_	_	_	_	26	det	_	_	1348	O	1343, 1345?
26	ragionevolezza	_	_	_	_	24	nsubj	_	_	1349	O	1343, 1345?
27-28	nell'	_	_	_	_	_	_	_	_	_	_	_
27	in	_	_	_	_	29	case	_	_	1350	O	1343, 1345?
28	l'	_	_	_	_	29	det	_	_	1351	O	1343, 1345?
29	utilizzo	_	_	_	_	26	nmod	_	_	1352	O	1343, 1345?
30	di	_	_	_	_	31	case	_	_	1353	O	1343, 1345?
31	armi	_	_	_	_	29	nmod	_	_	1354	O	1343, 1345?
32	chimiche	_	_	_	_	31	amod	_	_	1355	O	1343, 1345?
33	contro	_	_	_	_	36	case	_	_	1356	O	1343, 1345?
34	il	_	_	_	_	36	det	_	_	1357	O	1343, 1345?
35	proprio	_	_	_	_	36	det:poss	_	_	1358	O	1343, 1345?
36	popolo	_	_	_	_	29	nmod	_	_	1359	O	1343, 1345?
37	.	_	_	_	_	5	punct	_	_	1360	O	1343, 1345?
# sent_id = 37												
# text = Purtroppo, siamo di fronte alla tragedia di una guerra orribile e di un regime orribile.												
1	Purtroppo	_	_	_	_	5	advmod	_	_	1361	O	_
2	,	_	_	_	_	1	punct	_	_	1362	O	_
3	siamo	_	_	_	_	5	cop	_	_	1363	O	_
4	di	_	_	_	_	5	case	_	_	1364	O	_
5	fronte	_	_	_	_	0	root	_	_	1365	O	_
6-7	alla	_	_	_	_	_	_	_	_	_	_	_
6	a	_	_	_	_	8	case	_	_	1366	O	_
