ID	FORM	LEMMA	CPOS	POS	FEATS	HEAD	DEPREL	PHEAD	PDEPREL	CUE_NEG	SCOPE_NEG	CUE_SPEC	SCOPE_SPEC
15	,	_	_	_	_	13	punct	_	_	O	_	O	_
16	in	_	_	_	_	18	case	_	_	O	_	O	_
17	questo	_	_	_	_	18	det	_	_	O	_	O	_
18	dibattito	_	_	_	_	32	obl	_	_	O	_	O	_
19	pubblico	_	_	_	_	18	amod	_	_	O	_	O	_
20	e	_	_	_	_	24	cc	_	_	O	_	O	_
21	anche	_	_	_	_	24	advmod	_	_	O	_	O	_
22	in	_	_	_	_	24	case	_	_	O	_	O	_
23	quest'	_	_	_	_	24	det	_	_	O	_	O	_
24	Aula	_	_	_	_	18	conj	_	_	O	_	O	_
25	,	_	_	_	_	24	punct	_	_	O	_	O	_
26	addirittura	_	_	_	_	29	advmod	_	_	O	_	O	_
27	anche	_	_	_	_	29	advmod	_	_	O	_	O	_
28	in	_	_	_	_	29	case	_	_	O	_	O	_
29	Commissione	_	_	_	_	18	conj	_	_	O	_	O	_
30	speciale	_	_	_	_	29	amod	_	_	O	_	O	_
31	,	_	_	_	_	18	punct	_	_	O	_	O	_
32	riecheggiano	_	_	_	_	5	conj	_	_	O	_	O	_
33	alcuni	_	_	_	_	34	det	_	_	O	_	O	_
34	luoghi	_	_	_	_	32	nsubj	_	_	O	_	O	_
35	comuni	_	_	_	_	34	amod	_	_	O	_	O	_
36	che	_	_	_	_	38	obj	_	_	O	_	O	37
37	forse	_	_	_	_	38	advmod	_	_	O	_	BS	_
38	sarebbe	_	_	_	_	34	acl:relcl	_	_	O	_	O	37
39	il	_	_	_	_	40	det	_	_	O	_	O	37
40	caso	_	_	_	_	38	nsubj	_	_	O	_	O	37
41	,	_	_	_	_	40	punct	_	_	O	_	O	_
42	in	_	_	_	_	44	case	_	_	O	_	O	_
43	un	_	_	_	_	44	det	_	_	O	_	O	_
44	dibattito	_	_	_	_	40	obl	_	_	O	_	O	_
45	pubblico	_	_	_	_	44	amod	_	_	O	_	O	_
46	sano	_	_	_	_	44	amod	_	_	O	_	O	_
47	,	_	_	_	_	40	punct	_	_	O	_	O	_
48	di	_	_	_	_	49	mark	_	_	O	_	O	37
49	affrontare	_	_	_	_	40	acl	_	_	O	_	O	37
50	e	_	_	_	_	52	cc	_	_	O	_	O	37
51	di	_	_	_	_	52	mark	_	_	O	_	O	37
52	dissipare	_	_	_	_	49	conj	_	_	O	_	O	37
53	.	_	_	_	_	5	punct	_	_	O	_	O	_
# sent_id = 35
# text = I luoghi comuni sono che la volontà popolare di quel referendum non fu rispettata per due motivi:
1	I	_	_	_	_	2	det	_	_	O	_	O	_
2	luoghi	_	_	_	_	4	nsubj	_	_	O	_	BS	_
3	comuni	_	_	_	_	2	amod	_	_	O	_	IS	_
4	sono	_	_	_	_	0	root	_	_	O	_	O	_
5	che	_	_	_	_	14	mark	_	_	O	_	O	_
6	la	_	_	_	_	7	det	_	_	O	_	O	2
7	volontà	_	_	_	_	14	nsubj:pass	_	_	O	_	O	2
8	popolare	_	_	_	_	7	amod	_	_	O	_	O	2
9	di	_	_	_	_	11	case	_	_	O	_	O	2
10	quel	_	_	_	_	11	det	_	_	O	_	O	2
11	referendum	_	_	_	_	7	nmod	_	_	O	_	O	2
12	non	_	_	_	_	14	advmod	_	_	BN	_	O	_
13	fu	_	_	_	_	14	aux:pass	_	_	O	 12	O	2
14	rispettata	_	_	_	_	4	ccomp	_	_	O	 12	O	2
15	per	_	_	_	_	17	case	_	_	O	 12	O	2
16	due	_	_	_	_	17	nummod	_	_	O	 12	O	2
17	motivi	_	_	_	_	14	obl	_	_	O	 12	O	2
18	:	_	_	_	_	4	punct	_	_	O	_	O	_
# sent_id = 36
# text = primo, perché la remunerazione del capitale non sarebbe veramente stata abolita;
1	primo	_	_	_	_	13	amod	_	_	O	_	O	_
2	,	_	_	_	_	1	punct	_	_	O	_	O	_
3	perché	_	_	_	_	13	mark	_	_	O	_	O	_
4	la	_	_	_	_	5	det	_	_	O	_	O	10
5	remunerazione	_	_	_	_	13	nsubj:pass	_	_	O	_	O	10
6-7	del	_	_	_	_	_	_	_	_	_	_	_	_
6	di	_	_	_	_	8	case	_	_	O	_	O	10
7	il	_	_	_	_	8	det	_	_	O	_	O	10
8	capitale	_	_	_	_	5	nmod	_	_	O	_	O	10
9	non	_	_	_	_	13	advmod	_	_	BN	_	O	_
10	sarebbe	_	_	_	_	13	aux:pass	_	_	O	9	BS	_
11	veramente	_	_	_	_	13	advmod	_	_	O	9	O	 10
12	stata	_	_	_	_	13	aux:pass	_	_	O	9	O	 10
13	abolita	_	_	_	_	0	root	_	_	O	9	O	 10
14	;	_	_	_	_	13	punct	_	_	O	_	O	_
# sent_id = 37
# text = secondo, perché il referendum avrebbe dettato una gestione esclusivamente pubblica del servizio idrico integrato.
1	secondo	_	_	_	_	7	amod	_	_	O	_	O	_
2	,	_	_	_	_	1	punct	_	_	O	_	O	_
3	perché	_	_	_	_	7	mark	_	_	O	_	O	_
4	il	_	_	_	_	5	det	_	_	O	_	O	6
5	referendum	_	_	_	_	7	nsubj	_	_	O	_	O	6
6	avrebbe	_	_	_	_	7	aux	_	_	O	_	BS	_
7	dettato	_	_	_	_	0	root	_	_	O	_	O	6
8	una	_	_	_	_	9	det	_	_	O	_	O	6
9	gestione	_	_	_	_	7	obj	_	_	O	_	O	6
10	esclusivamente	_	_	_	_	11	advmod	_	_	O	_	O	6
11	pubblica	_	_	_	_	9	amod	_	_	O	_	O	6
12-13	del	_	_	_	_	_	_	_	_	_	_	_	_
12	di	_	_	_	_	14	case	_	_	O	_	O	6
13	il	_	_	_	_	14	det	_	_	O	_	O	6
14	servizio	_	_	_	_	9	nmod	_	_	O	_	O	6
15	idrico	_	_	_	_	14	amod	_	_	O	_	O	6
16	integrato	_	_	_	_	14	amod	_	_	O	_	O	6
17	.	_	_	_	_	7	punct	_	_	O	_	O	_
# sent_id = 38
# text = Queste, fondamentalmente, sono le due argomentazioni che ciclicamente ritornano: non è stata rispettata la volontà popolare, sia perché non sono tutte pubbliche, obbligatoriamente pubbliche e nient'altro che pubbliche, le aziende affidatarie del servizio idrico integrato come diceva il referendum;
1	Queste	_	_	_	_	8	nsubj	_	_	O	_	O	_
2	,	_	_	_	_	1	punct	_	_	O	_	O	_
3	fondamentalmente	_	_	_	_	8	advmod	_	_	O	_	O	_
4	,	_	_	_	_	3	punct	_	_	O	_	O	_
5	sono	_	_	_	_	8	cop	_	_	O	_	O	_
6	le	_	_	_	_	8	det	_	_	O	_	O	_
7	due	_	_	_	_	8	nummod	_	_	O	_	O	_
8	argomentazioni	_	_	_	_	0	root	_	_	O	_	O	_
9	che	_	_	_	_	11	nsubj	_	_	O	_	O	_
10	ciclicamente	_	_	_	_	11	advmod	_	_	O	_	O	_
11	ritornano	_	_	_	_	8	acl:relcl	_	_	O	_	O	_
12	:	_	_	_	_	8	punct	_	_	O	_	O	_
13	non	_	_	_	_	16	advmod	_	_	BN	_	O	_
14	è	_	_	_	_	16	aux	_	_	O	13	O	_
15	stata	_	_	_	_	16	aux:pass	_	_	O	13	O	_
16	rispettata	_	_	_	_	8	csubj	_	_	O	13	O	_
17	la	_	_	_	_	18	det	_	_	O	13	O	_
18	volontà	_	_	_	_	16	nsubj:pass	_	_	O	13	O	_
19	popolare	_	_	_	_	18	amod	_	_	O	13	O	_
20	,	_	_	_	_	16	punct	_	_	O	_	O	_
21	sia	_	_	_	_	26	cc	_	_	O	_	O	_
22	perché	_	_	_	_	26	mark	_	_	O	_	O	_
23	non	_	_	_	_	26	advmod	_	_	BN	_	O	_
24	sono	_	_	_	_	26	cop	_	_	O	23	O	_
25	tutte	_	_	_	_	26	nsubj	_	_	O	23	O	_
26	pubbliche	_	_	_	_	16	advcl	_	_	O	23	O	_
27	,	_	_	_	_	29	punct	_	_	O	23	O	_
28	obbligatoriamente	_	_	_	_	29	advmod	_	_	O	23	O	_
29	pubbliche	_	_	_	_	26	conj	_	_	O	23	O	_
30	e	_	_	_	_	32	cc	_	_	O	23	O	_
31	nient'	_	_	_	_	32	advmod	_	_	O	23	O	_
32	altro	_	_	_	_	29	conj	_	_	O	23	O	_
33	che	_	_	_	_	34	case	_	_	O	23	O	_
34	pubbliche	_	_	_	_	32	obl	_	_	O	23	O	_
35	,	_	_	_	_	26	punct	_	_	O	23	O	_
36	le	_	_	_	_	37	det	_	_	O	23	O	_
37	aziende	_	_	_	_	26	nsubj	_	_	O	23	O	_
38	affidatarie	_	_	_	_	37	amod	_	_	O	23	O	_
39-40	del	_	_	_	_	_	_	_	_	_	_	_	_
39	di	_	_	_	_	41	case	_	_	O	23	O	_
40	il	_	_	_	_	41	det	_	_	O	23	O	_
41	servizio	_	_	_	_	37	nmod	_	_	O	23	O	_
42	idrico	_	_	_	_	41	amod	_	_	O	23	O	_
43	integrato	_	_	_	_	41	amod	_	_	O	23	O	_
44	come	_	_	_	_	45	mark	_	_	O	_	O	_
45	diceva	_	_	_	_	26	advcl	_	_	O	_	O	_
46	il	_	_	_	_	47	det	_	_	O	_	O	_
47	referendum	_	_	_	_	45	nsubj	_	_	O	_	O	_
48	;	_	_	_	_	8	punct	_	_	O	_	O	_
# sent_id = 39
# text = e la seconda motivazione: la remunerazione forfettaria del 7 per cento, come da ultimo decreto del Ministero dell'ambiente, se non ricordo male, abolita, abrogata esplicitamente dal quesito referendario, in realtà, da qualche parte sta ancora lì.
1	e	_	_	_	_	4	cc	_	_	O	_	O	_
2	la	_	_	_	_	4	det	_	_	O	_	O	_
3	seconda	_	_	_	_	4	amod	_	_	O	_	O	_
4	motivazione	_	_	_	_	46	nsubj	_	_	O	_	O	_
5	:	_	_	_	_	4	punct	_	_	O	_	O	_
6	la	_	_	_	_	7	det	_	_	O	_	O	_
7	remunerazione	_	_	_	_	46	nsubj	_	_	O	_	O	_
8	forfettaria	_	_	_	_	7	amod	_	_	O	_	O	_
9-10	del	_	_	_	_	_	_	_	_	_	_	_	_
9	di	_	_	_	_	11	case	_	_	O	_	O	_
10	il	_	_	_	_	11	det	_	_	O	_	O	_
11	7	_	_	_	_	7	nmod	_	_	O	_	O	_
12	per	_	_	_	_	13	case	_	_	O	_	O	_
13	cento	_	_	_	_	11	nummod	_	_	O	_	O	_
14	,	_	_	_	_	7	punct	_	_	O	_	O	_
15	come	_	_	_	_	18	case	_	_	O	_	O	26
16	da	_	_	_	_	18	case	_	_	O	_	O	26
17	ultimo	_	_	_	_	18	amod	_	_	O	_	O	26
18	decreto	_	_	_	_	31	obl	_	_	O	_	O	26
19-20	del	_	_	_	_	_	_	_	_	_	_	_	_
19	di	_	_	_	_	21	case	_	_	O	_	O	26
20	il	_	_	_	_	21	det	_	_	O	_	O	26
21	Ministero	_	_	_	_	18	nmod	_	_	O	_	O	26
22-23	dell'	_	_	_	_	_	_	_	_	_	_	_	_
22	di	_	_	_	_	24	case	_	_	O	_	O	26
23	l'	_	_	_	_	24	det	_	_	O	_	O	26
24	ambiente	_	_	_	_	21	nmod	_	_	O	_	O	26
25	,	_	_	_	_	18	punct	_	_	O	_	O	_
26	se	_	_	_	_	28	mark	_	_	O	_	BS	_
27	non	_	_	_	_	28	advmod	_	_	BN	_	IS	_
28	ricordo	_	_	_	_	31	advcl	_	_	O	27	IS	_
29	male	_	_	_	_	28	advmod	_	_	O	27	IS	_
30	,	_	_	_	_	28	punct	_	_	O	_	O	_
31	abolita	_	_	_	_	7	acl	_	_	O	_	O	_
32	,	_	_	_	_	33	punct	_	_	O	_	O	_
33	abrogata	_	_	_	_	31	conj	_	_	O	_	O	_
34	esplicitamente	_	_	_	_	33	advmod	_	_	O	_	O	_
35-36	dal	_	_	_	_	_	_	_	_	_	_	_	_
35	da	_	_	_	_	37	case	_	_	O	_	O	_
36	il	_	_	_	_	37	det	_	_	O	_	O	_
37	quesito	_	_	_	_	33	obl:agent	_	_	O	_	O	_
38	referendario	_	_	_	_	37	amod	_	_	O	_	O	_
39	,	_	_	_	_	7	punct	_	_	O	_	O	_
40	in	_	_	_	_	41	case	_	_	O	_	O	_
41	realtà	_	_	_	_	46	obl	_	_	O	_	O	_
42	,	_	_	_	_	41	punct	_	_	O	_	O	_
43	da	_	_	_	_	45	case	_	_	O	_	O	_
44	qualche	_	_	_	_	45	det	_	_	O	_	O	_
45	parte	_	_	_	_	46	obl	_	_	O	_	O	_
46	sta	_	_	_	_	0	root	_	_	O	_	O	_
47	ancora	_	_	_	_	46	advmod	_	_	O	_	O	_
48	lì	_	_	_	_	46	advmod	_	_	O	_	O	_
49	.	_	_	_	_	46	punct	_	_	O	_	O	_
# sent_id = 40
# text = Ecco, oltre a tanti di noi che in questi anni hanno provato a intervenire nel dibattito senza grande successo, credo che dovrebbe più di tutti parlare la sentenza ultima del Consiglio di Stato, la n. 2481 del 2017, che, intervenendo su sentenze del 2014 del TAR Lombardia, sulla base di ricorsi fatti da alcune associazioni di consumatori, prova finalmente a mettere le cose in chiaro;
1	Ecco	_	_	_	_	23	advmod	_	_	O	_	O	_
2	,	_	_	_	_	1	punct	_	_	O	_	O	_
3	oltre	_	_	_	_	5	case	_	_	O	_	O	_
4	a	_	_	_	_	3	fixed	_	_	O	_	O	_
5	tanti	_	_	_	_	23	obl	_	_	O	_	O	_
6	di	_	_	_	_	7	case	_	_	O	_	O	_
7	noi	_	_	_	_	5	nmod	_	_	O	_	O	_
8	che	_	_	_	_	13	nsubj	_	_	O	_	O	_
9	in	_	_	_	_	11	case	_	_	O	_	O	_
10	questi	_	_	_	_	11	det	_	_	O	_	O	_
11	anni	_	_	_	_	13	obl	_	_	O	_	O	_
12	hanno	_	_	_	_	13	aux	_	_	O	_	O	_
13	provato	_	_	_	_	5	acl:relcl	_	_	O	_	O	_
14	a	_	_	_	_	15	mark	_	_	O	_	O	_
15	intervenire	_	_	_	_	13	xcomp	_	_	O	_	O	_
16-17	nel	_	_	_	_	_	_	_	_	_	_	_	_
16	in	_	_	_	_	18	case	_	_	O	_	O	_
17	il	_	_	_	_	18	det	_	_	O	_	O	_
18	dibattito	_	_	_	_	15	obl	_	_	O	_	O	_
19	senza	_	_	_	_	21	case	_	_	BN	_	O	_
20	grande	_	_	_	_	21	amod	_	_	O	19	O	_
21	successo	_	_	_	_	15	obl	_	_	O	19	O	_
22	,	_	_	_	_	5	punct	_	_	O	_	O	_
23	credo	_	_	_	_	0	root	_	_	O	_	BS	_
24	che	_	_	_	_	29	mark	_	_	O	_	O	_
25	dovrebbe	_	_	_	_	29	aux	_	_	O	_	O	23
26	più	_	_	_	_	28	case	_	_	O	_	O	23
27	di	_	_	_	_	28	case	_	_	O	_	O	23
28	tutti	_	_	_	_	29	obl	_	_	O	_	O	23
29	parlare	_	_	_	_	23	ccomp	_	_	O	_	O	23
30	la	_	_	_	_	31	det	_	_	O	_	O	23
31	sentenza	_	_	_	_	29	nsubj	_	_	O	_	O	23
32	ultima	_	_	_	_	31	amod	_	_	O	_	O	23
33-34	del	_	_	_	_	_	_	_	_	_	_	_	_
33	di	_	_	_	_	35	case	_	_	O	_	O	23
34	il	_	_	_	_	35	det	_	_	O	_	O	23
35	Consiglio	_	_	_	_	31	nmod	_	_	O	_	O	23
36	di	_	_	_	_	37	case	_	_	O	_	O	23
37	Stato	_	_	_	_	35	nmod	_	_	O	_	O	23
38	,	_	_	_	_	31	punct	_	_	O	_	O	_
39	la	_	_	_	_	40	det	_	_	O	_	O	_
40	n.	_	_	_	_	31	nmod	_	_	O	_	O	_
41	2481	_	_	_	_	40	nummod	_	_	O	_	O	_
42-43	del	_	_	_	_	_	_	_	_	_	_	_	_
42	di	_	_	_	_	44	case	_	_	O	_	O	_
43	il	_	_	_	_	44	det	_	_	O	_	O	_
44	2017	_	_	_	_	40	nmod	_	_	O	_	O	_
45	,	_	_	_	_	31	punct	_	_	O	_	O	_
46	che	_	_	_	_	71	nsubj	_	_	O	_	O	_
47	,	_	_	_	_	46	punct	_	_	O	_	O	_
48	intervenendo	_	_	_	_	71	advcl	_	_	O	_	O	_
49	su	_	_	_	_	50	case	_	_	O	_	O	_
50	sentenze	_	_	_	_	48	obl	_	_	O	_	O	_
51-52	del	_	_	_	_	_	_	_	_	_	_	_	_
51	di	_	_	_	_	53	case	_	_	O	_	O	_
52	il	_	_	_	_	53	det	_	_	O	_	O	_
53	2014	_	_	_	_	50	nmod	_	_	O	_	O	_
54-55	del	_	_	_	_	_	_	_	_	_	_	_	_
54	di	_	_	_	_	56	case	_	_	O	_	O	_
55	il	_	_	_	_	56	det	_	_	O	_	O	_
56	TAR	_	_	_	_	50	nmod	_	_	O	_	O	_
57	Lombardia	_	_	_	_	56	nmod	_	_	O	_	O	_
58	,	_	_	_	_	48	punct	_	_	O	_	O	_
59-60	sulla	_	_	_	_	_	_	_	_	_	_	_	_
59	su	_	_	_	_	61	case	_	_	O	_	O	_
60	la	_	_	_	_	61	det	_	_	O	_	O	_
61	base	_	_	_	_	48	obl	_	_	O	_	O	_
62	di	_	_	_	_	63	case	_	_	O	_	O	_
63	ricorsi	_	_	_	_	61	nmod	_	_	O	_	O	_
64	fatti	_	_	_	_	63	acl	_	_	O	_	O	_
65	da	_	_	_	_	67	case	_	_	O	_	O	_
66	alcune	_	_	_	_	67	det	_	_	O	_	O	_
67	associazioni	_	_	_	_	64	obl:agent	_	_	O	_	O	_
68	di	_	_	_	_	69	case	_	_	O	_	O	_
69	consumatori	_	_	_	_	67	nmod	_	_	O	_	O	_
70	,	_	_	_	_	48	punct	_	_	O	_	O	_
71	prova	_	_	_	_	31	acl:relcl	_	_	O	_	O	_
72	finalmente	_	_	_	_	71	advmod	_	_	O	_	O	_
73	a	_	_	_	_	74	mark	_	_	O	_	O	_
74	mettere	_	_	_	_	71	xcomp	_	_	O	_	O	_
75	le	_	_	_	_	76	det	_	_	O	_	O	_
76	cose	_	_	_	_	74	obj	_	_	O	_	O	_
77	in	_	_	_	_	78	case	_	_	O	_	O	_
78	chiaro	_	_	_	_	74	obl	_	_	O	_	O	_
79	;	_	_	_	_	23	punct	_	_	O	_	O	_
# sent_id = 41
# text = e invito tutti i colleghi, anche alcuni in Commissione speciale, a leggersi quella sentenza, che è molto chiara.
1	e	_	_	_	_	2	cc	_	_	O	_	O	_
2	invito	_	_	_	_	0	root	_	_	O	_	O	_
3	tutti	_	_	_	_	5	det:predet	_	_	O	_	O	_
4	i	_	_	_	_	5	det	_	_	O	_	O	_
5	colleghi	_	_	_	_	2	obj	_	_	O	_	O	_
6	,	_	_	_	_	5	punct	_	_	O	_	O	_
7	anche	_	_	_	_	8	advmod	_	_	O	_	O	_
8	alcuni	_	_	_	_	5	nmod	_	_	O	_	O	_
9	in	_	_	_	_	10	case	_	_	O	_	O	_
10	Commissione	_	_	_	_	8	nmod	_	_	O	_	O	_
11	speciale	_	_	_	_	10	amod	_	_	O	_	O	_
12	,	_	_	_	_	2	punct	_	_	O	_	O	_
13	a	_	_	_	_	14	mark	_	_	O	_	O	_
14-15	leggersi	_	_	_	_	_	_	_	_	_	_	_	_
14	legger	_	_	_	_	2	xcomp	_	_	O	_	O	_
15	si	_	_	_	_	14	expl	_	_	O	_	O	_
16	quella	_	_	_	_	17	det	_	_	O	_	O	_
17	sentenza	_	_	_	_	14	obj	_	_	O	_	O	_
18	,	_	_	_	_	17	punct	_	_	O	_	O	_
19	che	_	_	_	_	22	nsubj	_	_	O	_	O	_
20	è	_	_	_	_	22	cop	_	_	O	_	O	_
21	molto	_	_	_	_	22	advmod	_	_	O	_	O	_
22	chiara	_	_	_	_	17	acl:relcl	_	_	O	_	O	_
23	.	_	_	_	_	2	punct	_	_	O	_	O	_
# sent_id = 42
# text = Primo, tale sentenza ricorda molto facilmente che il referendum che avrebbe obbligato all'affidamento del servizio idrico integrato esclusivamente ad aziende di diritto pubblico, in realtà, non si è mai svolto, perché si trattava di un referendum che non passò il vaglio di ammissibilità della Corte costituzionale e, quindi, non è mai arrivato alla matita del popolo sovrano.
1	Primo	_	_	_	_	5	amod	_	_	O	_	O	_
2	,	_	_	_	_	1	punct	_	_	O	_	O	_
3	tale	_	_	_	_	4	det	_	_	O	_	O	_
4	sentenza	_	_	_	_	5	nsubj	_	_	O	_	O	_
5	ricorda	_	_	_	_	0	root	_	_	O	_	O	_
6	molto	_	_	_	_	7	advmod	_	_	O	_	O	_
7	facilmente	_	_	_	_	5	advmod	_	_	O	_	O	_
8	che	_	_	_	_	36	mark	_	_	O	_	O	_
9	il	_	_	_	_	10	det	_	_	O	_	O	_
10	referendum	_	_	_	_	36	nsubj	_	_	O	_	O	_
11	che	_	_	_	_	13	nsubj	_	_	O	_	O	12
12	avrebbe	_	_	_	_	13	aux	_	_	O	_	BS	_
13	obbligato	_	_	_	_	10	acl:relcl	_	_	O	_	O	12
14-15	all'	_	_	_	_	_	_	_	_	_	_	_	_
14	a	_	_	_	_	16	case	_	_	O	_	O	12
15	l'	_	_	_	_	16	det	_	_	O	_	O	12
16	affidamento	_	_	_	_	13	obl	_	_	O	_	O	12
17-18	del	_	_	_	_	_	_	_	_	_	_	_	_
17	di	_	_	_	_	19	case	_	_	O	_	O	12
18	il	_	_	_	_	19	det	_	_	O	_	O	12
19	servizio	_	_	_	_	16	nmod	_	_	O	_	O	12
20	idrico	_	_	_	_	19	amod	_	_	O	_	O	12
21	integrato	_	_	_	_	19	amod	_	_	O	_	O	12
22	esclusivamente	_	_	_	_	16	advmod	_	_	O	_	O	12
23	ad	_	_	_	_	24	case	_	_	O	_	O	12
24	aziende	_	_	_	_	16	nmod	_	_	O	_	O	12
25	di	_	_	_	_	26	case	_	_	O	_	O	12
26	diritto	_	_	_	_	24	nmod	_	_	O	_	O	12
27	pubblico	_	_	_	_	26	amod	_	_	O	_	O	12
28	,	_	_	_	_	10	punct	_	_	O	_	O	_
29	in	_	_	_	_	30	case	_	_	O	_	O	_
30	realtà	_	_	_	_	36	obl	_	_	O	_	O	_
31	,	_	_	_	_	30	punct	_	_	O	_	O	_
32	non	_	_	_	_	36	advmod	_	_	BN	_	O	_
33	si	_	_	_	_	36	expl	_	_	O	32	O	_
34	è	_	_	_	_	36	aux	_	_	O	32	O	_
35	mai	_	_	_	_	36	advmod	_	_	O	32	O	_
36	svolto	_	_	_	_	5	ccomp	_	_	O	32	O	_
37	,	_	_	_	_	36	punct	_	_	O	_	O	_
38	perché	_	_	_	_	40	mark	_	_	O	_	O	_
39	si	_	_	_	_	40	expl	_	_	O	_	O	_
40	trattava	_	_	_	_	36	advcl	_	_	O	_	O	_
41	di	_	_	_	_	43	case	_	_	O	_	O	_
42	un	_	_	_	_	43	det	_	_	O	_	O	_
43	referendum	_	_	_	_	40	obl	_	_	O	_	O	_
44	che	_	_	_	_	46	nsubj	_	_	O	_	O	_
45	non	_	_	_	_	46	advmod	_	_	BN	_	O	_
46	passò	_	_	_	_	43	acl:relcl	_	_	O	45	O	_
47	il	_	_	_	_	48	det	_	_	O	45	O	_
48	vaglio	_	_	_	_	46	obj	_	_	O	45	O	_
49	di	_	_	_	_	50	case	_	_	O	45	O	_
50	ammissibilità	_	_	_	_	48	nmod	_	_	O	45	O	_
51-52	della	_	_	_	_	_	_	_	_	_	_	_	_
51	di	_	_	_	_	53	case	_	_	O	45	O	_
52	la	_	_	_	_	53	det	_	_	O	45	O	_
53	Corte	_	_	_	_	50	nmod	_	_	O	45	O	_
54	costituzionale	_	_	_	_	53	amod	_	_	O	45	O	_
55	e	_	_	_	_	62	cc	_	_	O	_	O	_
56	,	_	_	_	_	62	punct	_	_	O	_	O	_
57	quindi	_	_	_	_	62	advmod	_	_	O	_	O	_
58	,	_	_	_	_	57	punct	_	_	O	_	O	_
59	non	_	_	_	_	62	advmod	_	_	BN	_	O	_
60	è	_	_	_	_	62	aux	_	_	O	59	O	_
61	mai	_	_	_	_	62	advmod	_	_	O	_	O	_
62	arrivato	_	_	_	_	46	conj	_	_	O	59	O	_
63-64	alla	_	_	_	_	_	_	_	_	_	_	_	_
63	a	_	_	_	_	65	case	_	_	O	59	O	_
64	la	_	_	_	_	65	det	_	_	O	59	O	_
65	matita	_	_	_	_	62	obl	_	_	O	59	O	_
66-67	del	_	_	_	_	_	_	_	_	_	_	_	_
66	di	_	_	_	_	68	case	_	_	O	59	O	_
67	il	_	_	_	_	68	det	_	_	O	59	O	_
68	popolo	_	_	_	_	65	nmod	_	_	O	59	O	_
69	sovrano	_	_	_	_	68	amod	_	_	O	59	O	_
70	.	_	_	_	_	5	punct	_	_	O	_	O	_
# sent_id = 43
# text = Il referendum che, invece, arrivò alla matita del popolo sovrano, assieme a quello che cancellava l'obbligatorietà della gara o della cessione del 40 per cento del capitale per i servizi pubblici a rilevanza economica, era quello che aboliva nelle voci di formazione della tariffa idrica la remunerazione forfettaria, che all'epoca era fissata al 7 per cento.
1	Il	_	_	_	_	2	det	_	_	O	_	O	_
2	referendum	_	_	_	_	47	nsubj	_	_	O	_	O	_
3	che	_	_	_	_	7	nsubj	_	_	O	_	O	_
4	,	_	_	_	_	3	punct	_	_	O	_	O	_
5	invece	_	_	_	_	7	advmod	_	_	O	_	O	_
6	,	_	_	_	_	5	punct	_	_	O	_	O	_
7	arrivò	_	_	_	_	2	acl:relcl	_	_	O	_	O	_
8-9	alla	_	_	_	_	_	_	_	_	_	_	_	_
8	a	_	_	_	_	10	case	_	_	O	_	O	_
9	la	_	_	_	_	10	det	_	_	O	_	O	_
10	matita	_	_	_	_	7	obl	_	_	O	_	O	_
11-12	del	_	_	_	_	_	_	_	_	_	_	_	_
11	di	_	_	_	_	13	case	_	_	O	_	O	_
12	il	_	_	_	_	13	det	_	_	O	_	O	_
13	popolo	_	_	_	_	10	nmod	_	_	O	_	O	_
14	sovrano	_	_	_	_	13	amod	_	_	O	_	O	_
15	,	_	_	_	_	2	punct	_	_	O	_	O	_
16	assieme	_	_	_	_	18	case	_	_	O	_	O	_
17	a	_	_	_	_	16	fixed	_	_	O	_	O	_
18	quello	_	_	_	_	7	obl	_	_	O	_	O	_
19	che	_	_	_	_	20	nsubj	_	_	O	_	O	_
20	cancellava	_	_	_	_	18	acl:relcl	_	_	O	_	O	_
21	l'	_	_	_	_	22	det	_	_	O	_	O	_
22	obbligatorietà	_	_	_	_	20	obj	_	_	O	_	O	_
23-24	della	_	_	_	_	_	_	_	_	_	_	_	_
23	di	_	_	_	_	25	case	_	_	O	_	O	_
24	la	_	_	_	_	25	det	_	_	O	_	O	_
25	gara	_	_	_	_	22	nmod	_	_	O	_	O	_
26	o	_	_	_	_	29	cc	_	_	O	_	O	_
27-28	della	_	_	_	_	_	_	_	_	_	_	_	_
27	di	_	_	_	_	29	case	_	_	O	_	O	_
28	la	_	_	_	_	29	det	_	_	O	_	O	_
29	cessione	_	_	_	_	25	conj	_	_	O	_	O	_
30-31	del	_	_	_	_	_	_	_	_	_	_	_	_
30	di	_	_	_	_	32	case	_	_	O	_	O	_
31	il	_	_	_	_	32	det	_	_	O	_	O	_
32	40	_	_	_	_	29	nmod	_	_	O	_	O	_
33	per	_	_	_	_	34	case	_	_	O	_	O	_
34	cento	_	_	_	_	32	nummod	_	_	O	_	O	_
35-36	del	_	_	_	_	_	_	_	_	_	_	_	_
35	di	_	_	_	_	37	case	_	_	O	_	O	_
36	il	_	_	_	_	37	det	_	_	O	_	O	_
37	capitale	_	_	_	_	29	nmod	_	_	O	_	O	_
38	per	_	_	_	_	40	case	_	_	O	_	O	_
39	i	_	_	_	_	40	det	_	_	O	_	O	_
40	servizi	_	_	_	_	29	nmod	_	_	O	_	O	_
41	pubblici	_	_	_	_	40	amod	_	_	O	_	O	_
42	a	_	_	_	_	43	case	_	_	O	_	O	_
43	rilevanza	_	_	_	_	40	nmod	_	_	O	_	O	_
