ID	FORM	LEMMA	CPOS	POS	FEATS	HEAD	DEPREL	PHEAD	PDEPREL	ID_TOKEN_NELL_INTERVENTO	CUE	SCOPE
19	solo	_	_	_	_	21	advmod	_	_	407	?	?
20	:	_	_	_	_	21	punct	_	_	408	?	?
21	penso	_	_	_	_	10	advcl	_	_	409	?	?
22	anche	_	_	_	_	25	advmod	_	_	410	?	?
23-24	al	_	_	_	_	_	_	_	_	_	_	_
23	a	_	_	_	_	25	case	_	_	411	?	?
24	il	_	_	_	_	25	det	_	_	412	?	?
25	Mediterraneo	_	_	_	_	21	obl	_	_	413	?	?
26	,	_	_	_	_	21	punct	_	_	414	?	?
27	ad	_	_	_	_	28	case	_	_	415	?	?
28	esempio	_	_	_	_	21	obl	_	_	416	?	?
29	-	_	_	_	_	21	punct	_	_	417	?	?
30	,	_	_	_	_	6	punct	_	_	418	?	?
31	ha	_	_	_	_	0	root	_	_	419	?	?
32	un	_	_	_	_	34	det	_	_	420	?	?
33	improcrastinabile	_	_	_	_	34	amod	_	_	421	?	?
34	bisogno	_	_	_	_	31	obj	_	_	422	?	?
35	di	_	_	_	_	37	case	_	_	423	?	?
36	un	_	_	_	_	37	det	_	_	424	?	?
37	Governo	_	_	_	_	34	nmod	_	_	425	?	?
38	legittimato	_	_	_	_	37	amod	_	_	426	?	?
39	che	_	_	_	_	40	nsubj	_	_	427	?	?
40	riporti	_	_	_	_	37	acl:relcl	_	_	428	?	?
41	il	_	_	_	_	43	det	_	_	429	?	?
42	nostro	_	_	_	_	43	det:poss	_	_	430	?	?
43	Paese	_	_	_	_	40	obj	_	_	431	?	?
44-45	al	_	_	_	_	_	_	_	_	_	_	_
44	a	_	_	_	_	46	case	_	_	432	?	?
45	il	_	_	_	_	46	det	_	_	433	?	?
46	centro	_	_	_	_	40	obl	_	_	434	?	?
47-48	dell'	_	_	_	_	_	_	_	_	_	_	_
47	di	_	_	_	_	49	case	_	_	435	?	?
48	l'	_	_	_	_	49	det	_	_	436	?	?
49	agenda	_	_	_	_	46	nmod	_	_	437	?	?
50	internazionale	_	_	_	_	49	amod	_	_	438	?	?
51	,	_	_	_	_	40	punct	_	_	439	?	?
52-53	restituendogli	_	_	_	_	_	_	_	_	_	_	_
52	restituendo	_	_	_	_	40	advcl	_	_	440	?	?
53	gli	_	_	_	_	52	iobj	_	_	441	?	?
54	quel	_	_	_	_	55	det	_	_	442	?	?
55	ruolo	_	_	_	_	52	obj	_	_	443	?	?
56	politico	_	_	_	_	55	amod	_	_	444	?	?
57	e	_	_	_	_	58	cc	_	_	445	?	?
58	geostrategico	_	_	_	_	56	conj	_	_	446	?	?
59	che	_	_	_	_	65	obj	_	_	447	?	?
60	in	_	_	_	_	62	case	_	_	448	?	?
61	questi	_	_	_	_	62	det	_	_	449	?	?
62	anni	_	_	_	_	65	obl	_	_	450	?	?
63	ha	_	_	_	_	65	aux	_	_	451	?	?
64	sempre	_	_	_	_	65	advmod	_	_	452	?	?
65	mancato	_	_	_	_	55	acl:relcl	_	_	453	?	?
66	di	_	_	_	_	67	mark	_	_	454	?	?
67	mostrare	_	_	_	_	65	xcomp	_	_	455	?	?
68	,	_	_	_	_	70	punct	_	_	456	?	?
69	ovvero	_	_	_	_	70	cc	_	_	457	?	?
70	quello	_	_	_	_	55	conj	_	_	458	?	?
71	di	_	_	_	_	72	case	_	_	459	?	?
72	ponte	_	_	_	_	70	nmod	_	_	460	?	?
73	e	_	_	_	_	76	cc	_	_	461	?	?
74	anche	_	_	_	_	76	advmod	_	_	462	?	?
75	di	_	_	_	_	76	case	_	_	463	?	?
76	speranza	_	_	_	_	72	conj	_	_	464	?	?
77	tra	_	_	_	_	79	case	_	_	465	?	?
78	l'	_	_	_	_	79	det	_	_	466	?	?
79	Oriente	_	_	_	_	70	nmod	_	_	467	?	?
80	e	_	_	_	_	83	cc	_	_	468	?	?
81	il	_	_	_	_	83	det	_	_	469	?	?
82	nostro	_	_	_	_	83	det:poss	_	_	470	?	?
83	Occidente	_	_	_	_	79	conj	_	_	471	?	?
84	(	_	_	_	_	85	punct	_	_	472	DESCR.	DESCR.
85	Applausi	_	_	_	_	55	nmod	_	_	473	DESCR.	DESCR.
86-87	dei	_	_	_	_	_	_	_	_	_	_	_
86	di	_	_	_	_	88	case	_	_	474	DESCR.	DESCR.
87	i	_	_	_	_	88	det	_	_	475	DESCR.	DESCR.
88	deputati	_	_	_	_	85	nmod	_	_	476	DESCR.	DESCR.
89-90	del	_	_	_	_	_	_	_	_	_	_	_
89	di	_	_	_	_	91	case	_	_	477	DESCR.	DESCR.
90	il	_	_	_	_	91	det	_	_	478	DESCR.	DESCR.
91	gruppo	_	_	_	_	88	nmod	_	_	479	DESCR.	DESCR.
92	MoVimento	_	_	_	_	91	nmod	_	_	480	DESCR.	DESCR.
93	5	_	_	_	_	92	flat:name	_	_	481	DESCR.	DESCR.
94	Stelle	_	_	_	_	92	flat:name	_	_	482	DESCR.	DESCR.
95	)	_	_	_	_	85	punct	_	_	483	DESCR.	DESCR.
96	.	_	_	_	_	31	punct	_	_	484	?	?
# INTERVENTO NUMERO 10
# id="tit00020.sub00020.int00060" cognomeNome="FICO Roberto" nominativo="PRESIDENTE"
# sent_id = 1
# text = Ha chiesto di parlare il deputato Guglielmo Picchi.
1	Ha	_	_	_	_	2	aux	_	_	1	O	_
2	chiesto	_	_	_	_	0	root	_	_	2	O	_
3	di	_	_	_	_	4	mark	_	_	3	O	_
4	parlare	_	_	_	_	2	xcomp	_	_	4	O	_
5	il	_	_	_	_	6	det	_	_	5	O	_
6	deputato	_	_	_	_	2	nsubj	_	_	6	O	_
7	Guglielmo	_	_	_	_	6	nmod	_	_	7	O	_
8	Picchi	_	_	_	_	7	flat:name	_	_	8	O	_
9	.	_	_	_	_	2	punct	_	_	9	O	_
# sent_id = 2
# text = Ne ha facoltà.
1	Ne	_	_	_	_	2	iobj	_	_	10	O	_
2	ha	_	_	_	_	0	root	_	_	11	O	_
3	facoltà	_	_	_	_	2	obj	_	_	12	O	_
4	.	_	_	_	_	2	punct	_	_	13	O	_
# INTERVENTO NUMERO 11
# id="tit00020.sub00020.int00070" cognomeNome="PICCHI Guglielmo" partito="(LEGA)"
# sent_id = 1
# text = Grazie, Presidente.
1	Grazie	_	_	_	_	0	root	_	_	1	O	_
2	,	_	_	_	_	1	punct	_	_	2	O	_
3	Presidente	_	_	_	_	1	vocative	_	_	3	O	_
4	.	_	_	_	_	1	punct	_	_	4	O	_
# sent_id = 2
# text = Signor Presidente del Consiglio, colleghi, la sua informativa ci lascia molti dubbi e molte zone d'ombra sulla ricostruzione dei fatti e sul cui prodest.
1	Signor	_	_	_	_	13	vocative	_	_	5	O	_
2	Presidente	_	_	_	_	1	compound	_	_	6	O	_
3-4	del	_	_	_	_	_	_	_	_	_	_	_
3	di	_	_	_	_	5	case	_	_	7	O	_
4	il	_	_	_	_	5	det	_	_	8	O	_
5	Consiglio	_	_	_	_	1	nmod	_	_	9	O	_
6	,	_	_	_	_	1	punct	_	_	10	O	_
7	colleghi	_	_	_	_	13	vocative	_	_	11	O	_
8	,	_	_	_	_	7	punct	_	_	12	O	_
9	la	_	_	_	_	11	det	_	_	13	O	_
10	sua	_	_	_	_	11	det:poss	_	_	14	O	_
11	informativa	_	_	_	_	13	nsubj	_	_	15	O	_
12	ci	_	_	_	_	13	iobj	_	_	16	O	_
13	lascia	_	_	_	_	0	root	_	_	17	O	_
14	molti	_	_	_	_	15	det	_	_	18	O	_
15	dubbi	_	_	_	_	13	obj	_	_	19	O	_
16	e	_	_	_	_	18	cc	_	_	20	O	_
17	molte	_	_	_	_	18	det	_	_	21	O	_
18	zone	_	_	_	_	15	conj	_	_	22	O	_
19	d'	_	_	_	_	20	case	_	_	23	O	_
20	ombra	_	_	_	_	18	nmod	_	_	24	O	_
21-22	sulla	_	_	_	_	_	_	_	_	_	_	_
21	su	_	_	_	_	23	case	_	_	25	O	_
22	la	_	_	_	_	23	det	_	_	26	O	_
23	ricostruzione	_	_	_	_	18	nmod	_	_	27	O	_
24-25	dei	_	_	_	_	_	_	_	_	_	_	_
24	di	_	_	_	_	26	case	_	_	28	O	_
25	i	_	_	_	_	26	det	_	_	29	O	_
26	fatti	_	_	_	_	23	nmod	_	_	30	O	_
27	e	_	_	_	_	31	cc	_	_	31	O	_
28-29	sul	_	_	_	_	_	_	_	_	_	_	_
28	su	_	_	_	_	31	case	_	_	32	O	_
29	il	_	_	_	_	31	det	_	_	33	O	_
30	cui	_	_	_	_	31	det:poss	_	_	34	O	_
31	prodest	_	_	_	_	23	conj	_	_	35	O	_
32	.	_	_	_	_	13	punct	_	_	36	O	_
# sent_id = 3
# text = Sebbene sia stato oggetto di una narrativa seguita da tanta stampa e da tanti esperti del settore, non si capisce, però, come mai gli ispettori dell'Opac siano arrivati dopo l'attacco di Stati Uniti, Gran Bretagna e Francia e non prima.
1	Sebbene	_	_	_	_	4	mark	_	_	37	 	 
2	sia	_	_	_	_	4	aux	_	_	38	 	 
3	stato	_	_	_	_	4	cop	_	_	39	 	 
4	oggetto	_	_	_	_	22	advcl	_	_	40	 	 
5	di	_	_	_	_	7	case	_	_	41	 	 
6	una	_	_	_	_	7	det	_	_	42	 	 
7	narrativa	_	_	_	_	4	nmod	_	_	43	 	 
8	seguita	_	_	_	_	7	acl	_	_	44	 	 
9	da	_	_	_	_	11	case	_	_	45	 	 
10	tanta	_	_	_	_	11	det	_	_	46	 	 
11	stampa	_	_	_	_	8	obl:agent	_	_	47	 	 
12	e	_	_	_	_	15	cc	_	_	48	 	 
13	da	_	_	_	_	15	case	_	_	49	 	 
14	tanti	_	_	_	_	15	det	_	_	50	 	 
15	esperti	_	_	_	_	11	conj	_	_	51	 	 
16-17	del	_	_	_	_	_	_	_	_	_	_	_
16	di	_	_	_	_	18	case	_	_	52	 	 
17	il	_	_	_	_	18	det	_	_	53	 	 
18	settore	_	_	_	_	15	nmod	_	_	54	 	 
19	,	_	_	_	_	4	punct	_	_	55	 	 
20	non	_	_	_	_	22	advmod	_	_	56	 	 
21	si	_	_	_	_	22	expl:impers	_	_	57	 	 
22	capisce	_	_	_	_	0	root	_	_	58	 	 
23	,	_	_	_	_	22	punct	_	_	59	 	 
24	però	_	_	_	_	22	advmod	_	_	60	 	 
25	,	_	_	_	_	22	punct	_	_	61	 	 
26	come	_	_	_	_	34	mark	_	_	62	 	 
27	mai	_	_	_	_	34	advmod	_	_	63	 	 
28	gli	_	_	_	_	29	det	_	_	64	 	 
29	ispettori	_	_	_	_	34	nsubj	_	_	65	 	 
30-31	dell'	_	_	_	_	_	_	_	_	_	_	_
30	di	_	_	_	_	32	case	_	_	66	 	 
31	l'	_	_	_	_	32	det	_	_	67	 	 
32	Opac	_	_	_	_	29	nmod	_	_	68	 	 
33	siano	_	_	_	_	34	aux	_	_	69	 	 
34	arrivati	_	_	_	_	22	ccomp	_	_	70	 	 
35	dopo	_	_	_	_	37	case	_	_	71	 	 
36	l'	_	_	_	_	37	det	_	_	72	 	 
37	attacco	_	_	_	_	34	obl	_	_	73	 	 
38	di	_	_	_	_	39	case	_	_	74	 	 
39	Stati	_	_	_	_	37	nmod	_	_	75	 	 
40	Uniti	_	_	_	_	39	flat:name	_	_	76	 	 
41	,	_	_	_	_	42	punct	_	_	77	 	 
42	Gran	_	_	_	_	39	conj	_	_	78	 	 
43	Bretagna	_	_	_	_	42	flat:name	_	_	79	 	 
44	e	_	_	_	_	45	cc	_	_	80	 	 
45	Francia	_	_	_	_	39	conj	_	_	81	 	 
46	e	_	_	_	_	48	cc	_	_	82	 	 
47	non	_	_	_	_	48	advmod	_	_	83	 	 
48	prima	_	_	_	_	39	conj	_	_	84	 	 
49	.	_	_	_	_	22	punct	_	_	85	 	 
# sent_id = 4
# text = Se si voleva accertare quello che effettivamente era avvenuto sul campo probabilmente gli ispettori avrebbero dovuto essere là prima dell'attacco.
1	Se	_	_	_	_	4	mark	_	_	86	O	_
2	si	_	_	_	_	4	expl:impers	_	_	87	O	_
3	voleva	_	_	_	_	4	aux	_	_	88	O	_
4	accertare	_	_	_	_	18	advcl	_	_	89	O	_
5	quello	_	_	_	_	4	obj	_	_	90	O	_
6	che	_	_	_	_	9	nsubj	_	_	91	O	_
7	effettivamente	_	_	_	_	9	advmod	_	_	92	O	_
8	era	_	_	_	_	9	aux	_	_	93	O	_
9	avvenuto	_	_	_	_	5	acl:relcl	_	_	94	O	_
10-11	sul	_	_	_	_	_	_	_	_	_	_	_
10	su	_	_	_	_	12	case	_	_	95	O	_
11	il	_	_	_	_	12	det	_	_	96	O	_
12	campo	_	_	_	_	9	obl	_	_	97	O	_
13	probabilmente	_	_	_	_	18	advmod	_	_	98	O	_
14	gli	_	_	_	_	15	det	_	_	99	O	_
15	ispettori	_	_	_	_	18	nsubj	_	_	100	O	_
16	avrebbero	_	_	_	_	18	aux	_	_	101	O	_
17	dovuto	_	_	_	_	18	aux	_	_	102	O	_
18	essere	_	_	_	_	0	root	_	_	103	O	_
19	là	_	_	_	_	18	advmod	_	_	104	O	_
20	prima	_	_	_	_	23	case	_	_	105	O	_
21-22	dell'	_	_	_	_	_	_	_	_	_	_	_
21	di	_	_	_	_	20	fixed	_	_	106	O	_
22	l'	_	_	_	_	23	det	_	_	107	O	_
23	attacco	_	_	_	_	18	obl	_	_	108	O	_
24	.	_	_	_	_	18	punct	_	_	109	O	_
# sent_id = 5
# text = L'altra cosa che ci lascia estremamente perplessi è stato il richiamare in maniera non corretta la NATO e mettere in dubbio anche la posizione della Lega sull'Alleanza Atlantica.
1	L'	_	_	_	_	3	det	_	_	110	 	 
2	altra	_	_	_	_	3	amod	_	_	111	 	 
3	cosa	_	_	_	_	10	nsubj	_	_	112	 	 
4	che	_	_	_	_	6	nsubj	_	_	113	 	 
5	ci	_	_	_	_	6	iobj	_	_	114	 	 
6	lascia	_	_	_	_	3	acl:relcl	_	_	115	 	 
7	estremamente	_	_	_	_	8	advmod	_	_	116	 	 
8	perplessi	_	_	_	_	6	xcomp	_	_	117	 	 
9	è	_	_	_	_	10	aux	_	_	118	 	 
10	stato	_	_	_	_	0	root	_	_	119	 	 
11	il	_	_	_	_	12	det	_	_	120	 	 
12	richiamare	_	_	_	_	10	csubj	_	_	121	 	 
13	in	_	_	_	_	14	case	_	_	122	 	 
14	maniera	_	_	_	_	12	obl	_	_	123	 	 
15	non	_	_	_	_	16	advmod	_	_	124	 	 
16	corretta	_	_	_	_	14	amod	_	_	125	 	 
17	la	_	_	_	_	18	det	_	_	126	 	 
18	NATO	_	_	_	_	12	obj	_	_	127	 	 
19	e	_	_	_	_	20	cc	_	_	128	 	 
20	mettere	_	_	_	_	12	conj	_	_	129	 	 
21	in	_	_	_	_	22	case	_	_	130	 	 
22	dubbio	_	_	_	_	20	obl	_	_	131	 	 
23	anche	_	_	_	_	25	advmod	_	_	132	 	 
24	la	_	_	_	_	25	det	_	_	133	 	 
25	posizione	_	_	_	_	20	obj	_	_	134	 	 
26-27	della	_	_	_	_	_	_	_	_	_	_	_
26	di	_	_	_	_	28	case	_	_	135	 	 
27	la	_	_	_	_	28	det	_	_	136	 	 
28	Lega	_	_	_	_	25	nmod	_	_	137	 	 
29-30	sull'	_	_	_	_	_	_	_	_	_	_	_
29	su	_	_	_	_	31	case	_	_	138	 	 
30	l'	_	_	_	_	31	det	_	_	139	 	 
31	Alleanza	_	_	_	_	25	nmod	_	_	140	 	 
32	Atlantica	_	_	_	_	31	amod	_	_	141	 	 
33	.	_	_	_	_	10	punct	_	_	142	 	 
# sent_id = 6
# text = Ricordiamo a tutti che l'Alleanza atlantica è un'alleanza difensiva, che nessun ruolo ha svolto nella crisi siriana e che, quando la NATO, su mandato ONU, svolge missioni di polizia internazionale o missioni di pace internazionale, esiste il mandato ONU.
1	Ricordiamo	_	_	_	_	0	root	_	_	143	 	 
2	a	_	_	_	_	3	case	_	_	144	 	 
3	tutti	_	_	_	_	1	obl	_	_	145	 	 
4	che	_	_	_	_	10	mark	_	_	146	 	 
5	l'	_	_	_	_	6	det	_	_	147	 	 
6	Alleanza	_	_	_	_	10	nsubj	_	_	148	 	 
7	atlantica	_	_	_	_	6	amod	_	_	149	 	 
8	è	_	_	_	_	10	cop	_	_	150	 	 
9	un'	_	_	_	_	10	det	_	_	151	 	 
10	alleanza	_	_	_	_	1	ccomp	_	_	152	 	 
11	difensiva	_	_	_	_	10	amod	_	_	153	 	 
12	,	_	_	_	_	10	punct	_	_	154	 	 
13	che	_	_	_	_	17	mark	_	_	155	 	 
14	nessun	_	_	_	_	15	det	_	_	156	 	 
15	ruolo	_	_	_	_	17	obj	_	_	157	 	 
16	ha	_	_	_	_	17	aux	_	_	158	 	 
17	svolto	_	_	_	_	10	conj	_	_	159	 	 
18-19	nella	_	_	_	_	_	_	_	_	_	_	_
18	in	_	_	_	_	20	case	_	_	160	 	 
19	la	_	_	_	_	20	det	_	_	161	 	 
20	crisi	_	_	_	_	17	obl	_	_	162	 	 
21	siriana	_	_	_	_	20	amod	_	_	163	 	 
22	e	_	_	_	_	44	cc	_	_	164	 	 
23	che	_	_	_	_	44	mark	_	_	165	 	 
24	,	_	_	_	_	44	punct	_	_	166	 	 
25	quando	_	_	_	_	33	mark	_	_	167	 	 
26	la	_	_	_	_	27	det	_	_	168	 	 
27	NATO	_	_	_	_	33	nsubj	_	_	169	 	 
28	,	_	_	_	_	27	punct	_	_	170	 	 
29	su	_	_	_	_	30	case	_	_	171	 	 
30	mandato	_	_	_	_	33	obl	_	_	172	 	 
31	ONU	_	_	_	_	30	nmod	_	_	173	 	 
32	,	_	_	_	_	30	punct	_	_	174	 	 
33	svolge	_	_	_	_	44	advcl	_	_	175	 	 
34	missioni	_	_	_	_	33	obj	_	_	176	 	 
35	di	_	_	_	_	36	case	_	_	177	 	 
36	polizia	_	_	_	_	34	nmod	_	_	178	 	 
37	internazionale	_	_	_	_	36	amod	_	_	179	 	 
38	o	_	_	_	_	39	cc	_	_	180	 	 
39	missioni	_	_	_	_	34	conj	_	_	181	 	 
40	di	_	_	_	_	41	case	_	_	182	 	 
41	pace	_	_	_	_	39	nmod	_	_	183	 	 
42	internazionale	_	_	_	_	41	amod	_	_	184	 	 
43	,	_	_	_	_	33	punct	_	_	185	 	 
44	esiste	_	_	_	_	10	conj	_	_	186	 	 
45	il	_	_	_	_	46	det	_	_	187	 	 
46	mandato	_	_	_	_	44	nsubj	_	_	188	 	 
47	ONU	_	_	_	_	46	nmod	_	_	189	 	 
48	.	_	_	_	_	1	punct	_	_	190	 	 
# sent_id = 7
# text = Qui il mandato ONU non c'era (Applausi dei deputati del gruppo Lega-Salvini Premier)!
1	Qui	_	_	_	_	7	advmod	_	_	191	 	 
2	il	_	_	_	_	3	det	_	_	192	 	 
3	mandato	_	_	_	_	7	nsubj	_	_	193	 	 
4	ONU	_	_	_	_	3	nmod	_	_	194	 	 
5	non	_	_	_	_	7	advmod	_	_	195	 	 
6	c'	_	_	_	_	7	expl	_	_	196	 	 
7	era	_	_	_	_	0	root	_	_	197	 	 
8	(	_	_	_	_	9	punct	_	_	198	DESCR.	DESCR.
9	Applausi	_	_	_	_	7	obl	_	_	199	DESCR.	DESCR.
10-11	dei	_	_	_	_	_	_	_	_	_	_	_
10	di	_	_	_	_	12	case	_	_	200	DESCR.	DESCR.
11	i	_	_	_	_	12	det	_	_	201	DESCR.	DESCR.
12	deputati	_	_	_	_	9	nmod	_	_	202	DESCR.	DESCR.
13-14	del	_	_	_	_	_	_	_	_	_	_	_
13	di	_	_	_	_	15	case	_	_	203	DESCR.	DESCR.
14	il	_	_	_	_	15	det	_	_	204	DESCR.	DESCR.
15	gruppo	_	_	_	_	12	nmod	_	_	205	DESCR.	DESCR.
16	Lega-Salvini	_	_	_	_	15	nmod	_	_	206	DESCR.	DESCR.
17	Premier	_	_	_	_	16	flat:name	_	_	207	DESCR.	DESCR.
18	)	_	_	_	_	9	punct	_	_	208	DESCR.	DESCR.
19	!	_	_	_	_	7	punct	_	_	209	 	 
# sent_id = 8
# text = Stiamo parlando di un'iniziativa di tre nostri alleati - certamente nostri alleati - che però hanno unilateralmente deciso di intervenire in Siria.
1	Stiamo	_	_	_	_	2	aux	_	_	210	O	_
2	parlando	_	_	_	_	0	root	_	_	211	O	_
3	di	_	_	_	_	5	case	_	_	212	O	_
4	un'	_	_	_	_	5	det	_	_	213	O	_
5	iniziativa	_	_	_	_	2	obl	_	_	214	O	_
6	di	_	_	_	_	9	case	_	_	215	O	_
7	tre	_	_	_	_	9	nummod	_	_	216	O	_
8	nostri	_	_	_	_	9	det:poss	_	_	217	O	_
9	alleati	_	_	_	_	5	nmod	_	_	218	O	_
10	-	_	_	_	_	13	punct	_	_	219	O	_
11	certamente	_	_	_	_	13	advmod	_	_	220	O	_
12	nostri	_	_	_	_	13	det:poss	_	_	221	O	_
13	alleati	_	_	_	_	9	appos	_	_	222	O	_
14	-	_	_	_	_	13	punct	_	_	223	O	_
15	che	_	_	_	_	19	nsubj	_	_	224	O	_
16	però	_	_	_	_	19	advmod	_	_	225	O	_
17	hanno	_	_	_	_	19	aux	_	_	226	O	_
18	unilateralmente	_	_	_	_	19	advmod	_	_	227	O	_
19	deciso	_	_	_	_	9	acl:relcl	_	_	228	O	_
20	di	_	_	_	_	21	mark	_	_	229	O	_
21	intervenire	_	_	_	_	19	xcomp	_	_	230	O	_
22	in	_	_	_	_	23	case	_	_	231	O	_
23	Siria	_	_	_	_	21	obl	_	_	232	O	_
24	.	_	_	_	_	2	punct	_	_	233	O	_
# sent_id = 9
# text = Qui non mettiamo in discussione l'uso delle armi chimiche:
1	Qui	_	_	_	_	3	advmod	_	_	234	 	 
2	non	_	_	_	_	3	advmod	_	_	235	 	 
3	mettiamo	_	_	_	_	0	root	_	_	236	 	 
4	in	_	_	_	_	5	case	_	_	237	 	 
5	discussione	_	_	_	_	3	obl	_	_	238	 	 
6	l'	_	_	_	_	7	det	_	_	239	 	 
7	uso	_	_	_	_	3	obj	_	_	240	 	 
8-9	delle	_	_	_	_	_	_	_	_	_	_	_
8	di	_	_	_	_	10	case	_	_	241	 	 
9	le	_	_	_	_	10	det	_	_	242	 	 
10	armi	_	_	_	_	7	nmod	_	_	243	 	 
11	chimiche	_	_	_	_	10	amod	_	_	244	 	 
12	:	_	_	_	_	3	punct	_	_	245	 	 
# sent_id = 10
# text = noi condanniamo sempre e comunque l'utilizzo delle armi chimiche, chiunque ne faccia utilizzo;
1	noi	_	_	_	_	2	nsubj	_	_	246	O	_
2	condanniamo	_	_	_	_	0	root	_	_	247	O	_
3	sempre	_	_	_	_	2	advmod	_	_	248	O	_
4	e	_	_	_	_	5	cc	_	_	249	O	_
5	comunque	_	_	_	_	3	conj	_	_	250	O	_
6	l'	_	_	_	_	7	det	_	_	251	O	_
7	utilizzo	_	_	_	_	2	obj	_	_	252	O	_
8-9	delle	_	_	_	_	_	_	_	_	_	_	_
8	di	_	_	_	_	10	case	_	_	253	O	_
9	le	_	_	_	_	10	det	_	_	254	O	_
10	armi	_	_	_	_	7	nmod	_	_	255	O	_
11	chimiche	_	_	_	_	10	amod	_	_	256	O	_
12	,	_	_	_	_	2	punct	_	_	257	O	_
13	chiunque	_	_	_	_	2	nsubj	_	_	258	O	_
14	ne	_	_	_	_	15	iobj	_	_	259	O	_
15	faccia	_	_	_	_	13	acl:relcl	_	_	260	O	_
16	utilizzo	_	_	_	_	15	obj	_	_	261	O	_
17	;	_	_	_	_	2	punct	_	_	262	O	_
# sent_id = 11
# text = è indegno che siano utilizzate armi chimiche, su qualsiasi scenario.
1	è	_	_	_	_	2	cop	_	_	263	O	_
2	indegno	_	_	_	_	0	root	_	_	264	O	_
3	che	_	_	_	_	5	mark	_	_	265	O	_
4	siano	_	_	_	_	5	aux:pass	_	_	266	O	_
5	utilizzate	_	_	_	_	2	csubj	_	_	267	O	_
6	armi	_	_	_	_	5	nsubj:pass	_	_	268	O	_
7	chimiche	_	_	_	_	6	amod	_	_	269	O	_
8	,	_	_	_	_	5	punct	_	_	270	O	_
9	su	_	_	_	_	11	case	_	_	271	O	_
10	qualsiasi	_	_	_	_	11	det	_	_	272	O	_
11	scenario	_	_	_	_	5	obl	_	_	273	O	_
12	.	_	_	_	_	2	punct	_	_	274	O	_
# sent_id = 12
# text = Ricordiamo anche che tre anni fa gli ispettori dell'OPAC ci avevano detto che la Siria era libera da armi chimiche.
1	Ricordiamo	_	_	_	_	0	root	_	_	275	O	_
2	anche	_	_	_	_	14	advmod	_	_	276	O	_
3	che	_	_	_	_	14	mark	_	_	277	O	_
4	tre	_	_	_	_	5	nummod	_	_	278	O	_
5	anni	_	_	_	_	14	obl	_	_	279	O	_
6	fa	_	_	_	_	5	advmod	_	_	280	O	_
7	gli	_	_	_	_	8	det	_	_	281	O	_
8	ispettori	_	_	_	_	14	nsubj	_	_	282	O	_
9-10	dell'	_	_	_	_	_	_	_	_	_	_	_
9	di	_	_	_	_	11	case	_	_	283	O	_
10	l'	_	_	_	_	11	det	_	_	284	O	_
11	OPAC	_	_	_	_	8	nmod	_	_	285	O	_
12	ci	_	_	_	_	14	iobj	_	_	286	O	_
13	avevano	_	_	_	_	14	aux	_	_	287	O	_
14	detto	_	_	_	_	1	ccomp	_	_	288	O	_
15	che	_	_	_	_	19	mark	_	_	289	O	_
16	la	_	_	_	_	17	det	_	_	290	O	_
17	Siria	_	_	_	_	19	nsubj	_	_	291	O	_
18	era	_	_	_	_	19	cop	_	_	292	O	_
19	libera	_	_	_	_	14	ccomp	_	_	293	O	_
20	da	_	_	_	_	21	case	_	_	294	O	_
21	armi	_	_	_	_	19	obl	_	_	295	O	_
22	chimiche	_	_	_	_	21	amod	_	_	296	O	_
23	.	_	_	_	_	1	punct	_	_	297	O	_
# sent_id = 13
# text = Questo ci avevano detto gli ispettori dell'OPAC.
1	Questo	_	_	_	_	4	obj	_	_	298	O	_
2	ci	_	_	_	_	4	iobj	_	_	299	O	_
3	avevano	_	_	_	_	4	aux	_	_	300	O	_
4	detto	_	_	_	_	0	root	_	_	301	O	_
5	gli	_	_	_	_	6	det	_	_	302	O	_
6	ispettori	_	_	_	_	4	nsubj	_	_	303	O	_
7-8	dell'	_	_	_	_	_	_	_	_	_	_	_
7	di	_	_	_	_	9	case	_	_	304	O	_
8	l'	_	_	_	_	9	det	_	_	305	O	_
9	OPAC	_	_	_	_	6	nmod	_	_	306	O	_
10	.	_	_	_	_	4	punct	_	_	307	O	_
# sent_id = 14
# text = E ricordiamo che vennero a Gioia Tauro - ci fu una discussione in quest'Aula - le navi per prendere il materiale chimico e trasferirlo e portarlo in altri luoghi perché venisse neutralizzato.
1	E	_	_	_	_	2	cc	_	_	308	O	_
2	ricordiamo	_	_	_	_	0	root	_	_	309	O	_
3	che	_	_	_	_	4	mark	_	_	310	O	_
4	vennero	_	_	_	_	2	ccomp	_	_	311	O	_
5	a	_	_	_	_	6	case	_	_	312	O	_
6	Gioia	_	_	_	_	4	obl	_	_	313	O	_
7	Tauro	_	_	_	_	6	flat:name	_	_	314	O	_
8	-	_	_	_	_	10	punct	_	_	315	O	_
9	ci	_	_	_	_	10	expl	_	_	316	O	_
10	fu	_	_	_	_	4	parataxis	_	_	317	O	_
11	una	_	_	_	_	12	det	_	_	318	O	_
12	discussione	_	_	_	_	10	nsubj	_	_	319	O	_
13	in	_	_	_	_	15	case	_	_	320	O	_
14	quest'	_	_	_	_	15	det	_	_	321	O	_
15	Aula	_	_	_	_	10	obl	_	_	322	O	_
16	-	_	_	_	_	10	punct	_	_	323	O	_
17	le	_	_	_	_	18	det	_	_	324	O	_
18	navi	_	_	_	_	4	nsubj	_	_	325	O	_
19	per	_	_	_	_	20	mark	_	_	326	O	_
