ID	FORM	LEMMA	CPOS	POS	FEATS	HEAD	DEPREL	PHEAD	PDEPREL	ID_TOKEN_NELL_INTERVENTO	CUE	SCOPE
17	senza	_	_	_	_	18	mark	_	_	2360	 	 
18-19	averne	_	_	_	_	_	_	_	_	_	_	_
18	aver	_	_	_	_	13	advcl	_	_	2361	 	 
19	ne	_	_	_	_	18	iobj	_	_	2362	 	 
20	forse	_	_	_	_	18	advmod	_	_	2363	 	 
21	pienamente	_	_	_	_	18	advmod	_	_	2364	 	 
22	gli	_	_	_	_	23	det	_	_	2365	 	 
23	strumenti	_	_	_	_	18	obj	_	_	2366	 	 
24	?	_	_	_	_	1	punct	_	_	2367	 	 
# sent_id = 53
# text = Se sono soldi tuoi, dell'azienda, non ti deve essere riconosciuto il costo;
1	Se	_	_	_	_	3	mark	_	_	2368	 	 
2	sono	_	_	_	_	3	cop	_	_	2369	 	 
3	soldi	_	_	_	_	14	advcl	_	_	2370	 	 
4	tuoi	_	_	_	_	3	det:poss	_	_	2371	 	 
5	,	_	_	_	_	3	punct	_	_	2372	 	 
6-7	dell'	_	_	_	_	_	_	_	_	_	_	_
6	di	_	_	_	_	8	case	_	_	2373	 	 
7	l'	_	_	_	_	8	det	_	_	2374	 	 
8	azienda	_	_	_	_	4	nmod	_	_	2375	 	 
9	,	_	_	_	_	3	punct	_	_	2376	 	 
10	non	_	_	_	_	14	advmod	_	_	2377	 	 
11	ti	_	_	_	_	14	iobj	_	_	2378	 	 
12	deve	_	_	_	_	14	aux	_	_	2379	 	 
13	essere	_	_	_	_	14	aux:pass	_	_	2380	 	 
14	riconosciuto	_	_	_	_	0	root	_	_	2381	 	 
15	il	_	_	_	_	16	det	_	_	2382	 	 
16	costo	_	_	_	_	14	nsubj:pass	_	_	2383	 	 
17	;	_	_	_	_	14	punct	_	_	2384	 	 
# sent_id = 54
# text = l'unico costo che ti deve essere riconosciuto in tariffa è se prendi i soldi a debito;
1	l'	_	_	_	_	3	det	_	_	2385	?	?
2	unico	_	_	_	_	3	amod	_	_	2386	?	?
3	costo	_	_	_	_	11	nsubj	_	_	2387	?	?
4	che	_	_	_	_	8	nsubj:pass	_	_	2388	?	?
5	ti	_	_	_	_	8	iobj	_	_	2389	?	?
6	deve	_	_	_	_	8	aux	_	_	2390	?	?
7	essere	_	_	_	_	8	aux:pass	_	_	2391	?	?
8	riconosciuto	_	_	_	_	3	acl:relcl	_	_	2392	?	?
9	in	_	_	_	_	10	case	_	_	2393	?	?
10	tariffa	_	_	_	_	8	obl	_	_	2394	?	?
11	è	_	_	_	_	0	root	_	_	2395	?	?
12	se	_	_	_	_	13	mark	_	_	2396	?	?
13	prendi	_	_	_	_	11	advcl	_	_	2397	?	?
14	i	_	_	_	_	15	det	_	_	2398	?	?
15	soldi	_	_	_	_	13	obj	_	_	2399	?	?
16	a	_	_	_	_	17	case	_	_	2400	?	?
17	debito	_	_	_	_	13	obl	_	_	2401	?	?
18	;	_	_	_	_	11	punct	_	_	2402	?	?
# sent_id = 55
# text = cioè, se io sono l'azienda affidataria del servizio idrico a Roma e devo fare degli investimenti per migliorare i tubi dell'acqua, se prendo i soldi in prestito dalla banca, allora quello è un costo del capitale e mi deve essere coperto dalla tariffa;
1	cioè	_	_	_	_	43	cc	_	_	2403	O	_
2	,	_	_	_	_	1	punct	_	_	2404	O	_
3	se	_	_	_	_	7	mark	_	_	2405	O	_
4	io	_	_	_	_	7	nsubj	_	_	2406	O	_
5	sono	_	_	_	_	7	cop	_	_	2407	O	_
6	l'	_	_	_	_	7	det	_	_	2408	O	_
7	azienda	_	_	_	_	43	advcl	_	_	2409	O	_
8	affidataria	_	_	_	_	7	amod	_	_	2410	O	_
9-10	del	_	_	_	_	_	_	_	_	_	_	_
9	di	_	_	_	_	11	case	_	_	2411	O	_
10	il	_	_	_	_	11	det	_	_	2412	O	_
11	servizio	_	_	_	_	7	nmod	_	_	2413	O	_
12	idrico	_	_	_	_	11	amod	_	_	2414	O	_
13	a	_	_	_	_	14	case	_	_	2415	O	_
14	Roma	_	_	_	_	7	nmod	_	_	2416	O	_
15	e	_	_	_	_	17	cc	_	_	2417	O	_
16	devo	_	_	_	_	17	aux	_	_	2418	O	_
17	fare	_	_	_	_	7	conj	_	_	2419	O	_
18-19	degli	_	_	_	_	_	_	_	_	_	_	_
18	di	_	_	_	_	20	case	_	_	2420	O	_
19	gli	_	_	_	_	20	det	_	_	2421	O	_
20	investimenti	_	_	_	_	17	obl	_	_	2422	O	_
21	per	_	_	_	_	22	mark	_	_	2423	O	_
22	migliorare	_	_	_	_	17	advcl	_	_	2424	O	_
23	i	_	_	_	_	24	det	_	_	2425	O	_
24	tubi	_	_	_	_	22	obj	_	_	2426	O	_
25-26	dell'	_	_	_	_	_	_	_	_	_	_	_
25	di	_	_	_	_	27	case	_	_	2427	O	_
26	l'	_	_	_	_	27	det	_	_	2428	O	_
27	acqua	_	_	_	_	24	nmod	_	_	2429	O	_
28	,	_	_	_	_	17	punct	_	_	2430	O	_
29	se	_	_	_	_	30	mark	_	_	2431	O	_
30	prendo	_	_	_	_	43	advcl	_	_	2432	O	_
31	i	_	_	_	_	32	det	_	_	2433	O	_
32	soldi	_	_	_	_	30	obj	_	_	2434	O	_
33	in	_	_	_	_	34	case	_	_	2435	O	_
34	prestito	_	_	_	_	32	nmod	_	_	2436	O	_
35-36	dalla	_	_	_	_	_	_	_	_	_	_	_
35	da	_	_	_	_	37	case	_	_	2437	O	_
36	la	_	_	_	_	37	det	_	_	2438	O	_
37	banca	_	_	_	_	30	obl	_	_	2439	O	_
38	,	_	_	_	_	30	punct	_	_	2440	O	_
39	allora	_	_	_	_	43	advmod	_	_	2441	O	_
40	quello	_	_	_	_	43	nsubj	_	_	2442	O	_
41	è	_	_	_	_	43	cop	_	_	2443	O	_
42	un	_	_	_	_	43	det	_	_	2444	O	_
43	costo	_	_	_	_	0	root	_	_	2445	O	_
44-45	del	_	_	_	_	_	_	_	_	_	_	_
44	di	_	_	_	_	46	case	_	_	2446	O	_
45	il	_	_	_	_	46	det	_	_	2447	O	_
46	capitale	_	_	_	_	43	nmod	_	_	2448	O	_
47	e	_	_	_	_	51	cc	_	_	2449	O	_
48	mi	_	_	_	_	51	iobj	_	_	2450	O	_
49	deve	_	_	_	_	51	aux	_	_	2451	O	_
50	essere	_	_	_	_	51	aux:pass	_	_	2452	O	_
51	coperto	_	_	_	_	43	conj	_	_	2453	O	_
52-53	dalla	_	_	_	_	_	_	_	_	_	_	_
52	da	_	_	_	_	54	case	_	_	2454	O	_
53	la	_	_	_	_	54	det	_	_	2455	O	_
54	tariffa	_	_	_	_	51	obl:agent	_	_	2456	O	_
55	;	_	_	_	_	43	punct	_	_	2457	O	_
# sent_id = 56
# text = se invece li prendo dal mio bilancio con mezzi propri, allora quelli sono gratis e quel costo non deve stare in tariffa.
1	se	_	_	_	_	4	mark	_	_	2458	 	 
2	invece	_	_	_	_	4	advmod	_	_	2459	 	 
3	li	_	_	_	_	4	obj	_	_	2460	 	 
4	prendo	_	_	_	_	16	advcl	_	_	2461	 	 
5-6	dal	_	_	_	_	_	_	_	_	_	_	_
5	da	_	_	_	_	8	case	_	_	2462	 	 
6	il	_	_	_	_	8	det	_	_	2463	 	 
7	mio	_	_	_	_	8	det:poss	_	_	2464	 	 
8	bilancio	_	_	_	_	4	obl	_	_	2465	 	 
9	con	_	_	_	_	10	case	_	_	2466	 	 
10	mezzi	_	_	_	_	4	obl	_	_	2467	 	 
11	propri	_	_	_	_	10	det:poss	_	_	2468	 	 
12	,	_	_	_	_	4	punct	_	_	2469	 	 
13	allora	_	_	_	_	16	advmod	_	_	2470	 	 
14	quelli	_	_	_	_	16	nsubj	_	_	2471	 	 
15	sono	_	_	_	_	16	cop	_	_	2472	 	 
16	gratis	_	_	_	_	0	root	_	_	2473	 	 
17	e	_	_	_	_	22	cc	_	_	2474	 	 
18	quel	_	_	_	_	19	det	_	_	2475	 	 
19	costo	_	_	_	_	22	nsubj	_	_	2476	 	 
20	non	_	_	_	_	22	advmod	_	_	2477	 	 
21	deve	_	_	_	_	22	aux	_	_	2478	 	 
22	stare	_	_	_	_	16	conj	_	_	2479	 	 
23	in	_	_	_	_	24	case	_	_	2480	 	 
24	tariffa	_	_	_	_	22	obl	_	_	2481	 	 
25	.	_	_	_	_	16	punct	_	_	2482	 	 
# sent_id = 57
# text = Questo, è contrario al concetto di costo-opportunità, vale a dire quei soldi, miei, del mio bilancio, avrebbero una remunerazione alternativa altrove (questo è il concetto di costo- opportunità);
1	Questo	_	_	_	_	4	nsubj	_	_	2483	O	_
2	,	_	_	_	_	1	punct	_	_	2484	O	_
3	è	_	_	_	_	4	cop	_	_	2485	O	_
4	contrario	_	_	_	_	0	root	_	_	2486	O	_
5-6	al	_	_	_	_	_	_	_	_	_	_	_
5	a	_	_	_	_	7	case	_	_	2487	O	_
6	il	_	_	_	_	7	det	_	_	2488	O	_
7	concetto	_	_	_	_	4	obl	_	_	2489	O	_
8	di	_	_	_	_	9	case	_	_	2490	O	_
9	costo	_	_	_	_	7	nmod	_	_	2491	O	_
10	-	_	_	_	_	9	punct	_	_	2492	O	_
11	opportunità	_	_	_	_	9	compound	_	_	2493	O	_
12	,	_	_	_	_	4	punct	_	_	2494	O	_
13	vale	_	_	_	_	26	advmod	_	_	2495	O	_
14	a	_	_	_	_	13	fixed	_	_	2496	O	_
15	dire	_	_	_	_	13	fixed	_	_	2497	O	_
16	quei	_	_	_	_	17	det	_	_	2498	O	_
17	soldi	_	_	_	_	26	nsubj	_	_	2499	O	_
18	,	_	_	_	_	17	punct	_	_	2500	O	_
19	miei	_	_	_	_	17	amod	_	_	2501	O	_
20	,	_	_	_	_	17	punct	_	_	2502	O	_
21-22	del	_	_	_	_	_	_	_	_	_	_	_
21	di	_	_	_	_	24	case	_	_	2503	O	_
22	il	_	_	_	_	24	det	_	_	2504	O	_
23	mio	_	_	_	_	24	det:poss	_	_	2505	O	_
24	bilancio	_	_	_	_	19	conj	_	_	2506	O	_
25	,	_	_	_	_	17	punct	_	_	2507	O	_
26	avrebbero	_	_	_	_	4	conj	_	_	2508	O	_
27	una	_	_	_	_	28	det	_	_	2509	O	_
28	remunerazione	_	_	_	_	26	obj	_	_	2510	O	_
29	alternativa	_	_	_	_	28	amod	_	_	2511	O	_
30	altrove	_	_	_	_	26	advmod	_	_	2512	O	_
31	(	_	_	_	_	35	punct	_	_	2513	O	_
32	questo	_	_	_	_	35	nsubj	_	_	2514	O	_
33	è	_	_	_	_	35	cop	_	_	2515	O	_
34	il	_	_	_	_	35	det	_	_	2516	O	_
35	concetto	_	_	_	_	26	advcl	_	_	2517	O	_
36	di	_	_	_	_	37	case	_	_	2518	O	_
37	costo	_	_	_	_	35	nmod	_	_	2519	O	_
38	-	_	_	_	_	37	punct	_	_	2520	O	_
39	opportunità	_	_	_	_	37	compound	_	_	2521	O	_
40	)	_	_	_	_	35	punct	_	_	2522	O	_
41	;	_	_	_	_	4	punct	_	_	2523	O	_
# sent_id = 58
# text = è ovvio, quindi, che quel costo deve essere coperto, perché, se io non li metto nei tubi per portare l'acqua alla gente, li posso investire sui mercati finanziari, posso comprarmi un BTP, quindi è evidente che anche un investimento finanziato con mezzi propri ha un costo che deve essere coperto dalla tariffa.
1	è	_	_	_	_	2	cop	_	_	2524	 	 
2	ovvio	_	_	_	_	0	root	_	_	2525	 	 
3	,	_	_	_	_	2	punct	_	_	2526	 	 
4	quindi	_	_	_	_	2	advmod	_	_	2527	 	 
5	,	_	_	_	_	2	punct	_	_	2528	 	 
6	che	_	_	_	_	11	mark	_	_	2529	 	 
7	quel	_	_	_	_	8	det	_	_	2530	 	 
8	costo	_	_	_	_	11	nsubj:pass	_	_	2531	 	 
9	deve	_	_	_	_	11	aux	_	_	2532	 	 
10	essere	_	_	_	_	11	aux:pass	_	_	2533	 	 
11	coperto	_	_	_	_	2	ccomp	_	_	2534	 	 
12	,	_	_	_	_	11	punct	_	_	2535	 	 
13	perché	_	_	_	_	33	mark	_	_	2536	 	 
14	,	_	_	_	_	33	punct	_	_	2537	 	 
15	se	_	_	_	_	19	mark	_	_	2538	 	 
16	io	_	_	_	_	19	nsubj	_	_	2539	 	 
17	non	_	_	_	_	19	advmod	_	_	2540	 	 
18	li	_	_	_	_	19	obj	_	_	2541	 	 
19	metto	_	_	_	_	11	advcl	_	_	2542	 	 
20-21	nei	_	_	_	_	_	_	_	_	_	_	_
20	in	_	_	_	_	22	case	_	_	2543	 	 
21	i	_	_	_	_	22	det	_	_	2544	 	 
22	tubi	_	_	_	_	19	obl	_	_	2545	 	 
23	per	_	_	_	_	24	mark	_	_	2546	 	 
24	portare	_	_	_	_	19	advcl	_	_	2547	 	 
25	l'	_	_	_	_	26	det	_	_	2548	 	 
26	acqua	_	_	_	_	24	obj	_	_	2549	 	 
27-28	alla	_	_	_	_	_	_	_	_	_	_	_
27	a	_	_	_	_	29	case	_	_	2550	 	 
28	la	_	_	_	_	29	det	_	_	2551	 	 
29	gente	_	_	_	_	24	obl	_	_	2552	 	 
30	,	_	_	_	_	19	punct	_	_	2553	 	 
31	li	_	_	_	_	33	obj	_	_	2554	 	 
32	posso	_	_	_	_	33	aux	_	_	2555	 	 
33	investire	_	_	_	_	11	advcl	_	_	2556	 	 
34-35	sui	_	_	_	_	_	_	_	_	_	_	_
34	su	_	_	_	_	36	case	_	_	2557	 	 
35	i	_	_	_	_	36	det	_	_	2558	 	 
36	mercati	_	_	_	_	33	obl	_	_	2559	 	 
37	finanziari	_	_	_	_	36	amod	_	_	2560	 	 
38	,	_	_	_	_	40	punct	_	_	2561	 	 
39	posso	_	_	_	_	40	aux	_	_	2562	 	 
40-41	comprarmi	_	_	_	_	_	_	_	_	_	_	_
40	comprar	_	_	_	_	33	conj	_	_	2563	 	 
41	mi	_	_	_	_	40	iobj	_	_	2564	 	 
42	un	_	_	_	_	43	det	_	_	2565	 	 
43	BTP	_	_	_	_	40	obj	_	_	2566	 	 
44	,	_	_	_	_	47	punct	_	_	2567	 	 
45	quindi	_	_	_	_	47	advmod	_	_	2568	 	 
46	è	_	_	_	_	47	cop	_	_	2569	 	 
47	evidente	_	_	_	_	2	conj	_	_	2570	 	 
48	che	_	_	_	_	56	mark	_	_	2571	 	 
49	anche	_	_	_	_	51	advmod	_	_	2572	 	 
50	un	_	_	_	_	51	det	_	_	2573	 	 
51	investimento	_	_	_	_	56	nsubj	_	_	2574	 	 
52	finanziato	_	_	_	_	51	acl	_	_	2575	 	 
53	con	_	_	_	_	54	case	_	_	2576	 	 
54	mezzi	_	_	_	_	52	obl	_	_	2577	 	 
55	propri	_	_	_	_	54	amod	_	_	2578	 	 
56	ha	_	_	_	_	47	csubj	_	_	2579	 	 
57	un	_	_	_	_	58	det	_	_	2580	 	 
58	costo	_	_	_	_	56	obj	_	_	2581	 	 
59	che	_	_	_	_	62	nsubj:pass	_	_	2582	 	 
60	deve	_	_	_	_	62	aux	_	_	2583	 	 
61	essere	_	_	_	_	62	aux:pass	_	_	2584	 	 
62	coperto	_	_	_	_	58	acl:relcl	_	_	2585	 	 
63-64	dalla	_	_	_	_	_	_	_	_	_	_	_
63	da	_	_	_	_	65	case	_	_	2586	 	 
64	la	_	_	_	_	65	det	_	_	2587	 	 
65	tariffa	_	_	_	_	62	obl:agent	_	_	2588	 	 
66	.	_	_	_	_	2	punct	_	_	2589	 	 
# sent_id = 59
# text = Se ipotizziamo per un istante che questo non sia vero, cioè che viene coperto dalla tariffa soltanto il capitale preso a debito, avete riflettuto, hanno riflettuto coloro che sostengono questa tesi, sugli effetti distorsivi che avrebbe sulle tariffe per i cittadini?
1	Se	_	_	_	_	2	mark	_	_	2590	 	 
2	ipotizziamo	_	_	_	_	27	advcl	_	_	2591	 	 
3	per	_	_	_	_	5	case	_	_	2592	 	 
4	un	_	_	_	_	5	det	_	_	2593	 	 
5	istante	_	_	_	_	2	obl	_	_	2594	 	 
6	che	_	_	_	_	10	mark	_	_	2595	 	 
7	questo	_	_	_	_	10	nsubj	_	_	2596	 	 
8	non	_	_	_	_	10	advmod	_	_	2597	 	 
9	sia	_	_	_	_	10	cop	_	_	2598	 	 
10	vero	_	_	_	_	2	ccomp	_	_	2599	 	 
11	,	_	_	_	_	15	punct	_	_	2600	 	 
12	cioè	_	_	_	_	15	cc	_	_	2601	 	 
13	che	_	_	_	_	15	mark	_	_	2602	 	 
14	viene	_	_	_	_	15	aux:pass	_	_	2603	 	 
15	coperto	_	_	_	_	10	conj	_	_	2604	 	 
16-17	dalla	_	_	_	_	_	_	_	_	_	_	_
16	da	_	_	_	_	18	case	_	_	2605	 	 
17	la	_	_	_	_	18	det	_	_	2606	 	 
18	tariffa	_	_	_	_	15	obl:agent	_	_	2607	 	 
19	soltanto	_	_	_	_	21	advmod	_	_	2608	 	 
20	il	_	_	_	_	21	det	_	_	2609	 	 
21	capitale	_	_	_	_	15	nsubj:pass	_	_	2610	 	 
22	preso	_	_	_	_	21	acl	_	_	2611	 	 
23	a	_	_	_	_	24	case	_	_	2612	 	 
24	debito	_	_	_	_	22	obl	_	_	2613	 	 
25	,	_	_	_	_	2	punct	_	_	2614	 	 
26	avete	_	_	_	_	27	aux	_	_	2615	 	 
27	riflettuto	_	_	_	_	0	root	_	_	2616	 	 
28	,	_	_	_	_	30	punct	_	_	2617	 	 
29	hanno	_	_	_	_	30	aux	_	_	2618	 	 
30	riflettuto	_	_	_	_	27	conj	_	_	2619	 	 
31	coloro	_	_	_	_	30	nsubj	_	_	2620	 	 
32	che	_	_	_	_	33	nsubj	_	_	2621	 	 
33	sostengono	_	_	_	_	31	acl:relcl	_	_	2622	 	 
34	questa	_	_	_	_	35	det	_	_	2623	 	 
35	tesi	_	_	_	_	33	obj	_	_	2624	 	 
36	,	_	_	_	_	30	punct	_	_	2625	 	 
37-38	sugli	_	_	_	_	_	_	_	_	_	_	_
37	su	_	_	_	_	39	case	_	_	2626	 	 
38	gli	_	_	_	_	39	det	_	_	2627	 	 
39	effetti	_	_	_	_	30	obl	_	_	2628	 	 
40	distorsivi	_	_	_	_	39	amod	_	_	2629	 	 
41	che	_	_	_	_	42	obj	_	_	2630	 	 
42	avrebbe	_	_	_	_	39	acl:relcl	_	_	2631	 	 
43-44	sulle	_	_	_	_	_	_	_	_	_	_	_
43	su	_	_	_	_	45	case	_	_	2632	 	 
44	le	_	_	_	_	45	det	_	_	2633	 	 
45	tariffe	_	_	_	_	42	obl	_	_	2634	 	 
46	per	_	_	_	_	48	case	_	_	2635	 	 
47	i	_	_	_	_	48	det	_	_	2636	 	 
48	cittadini	_	_	_	_	45	nmod	_	_	2637	 	 
49	?	_	_	_	_	27	punct	_	_	2638	 	 
# sent_id = 60
# text = Nessuna azienda finanzierebbe più investimenti con mezzi propri, ma tutti finanzierebbero investimenti nell'acqua chiedendo i soldi in banca, con il risultato di avere tariffe più elevate, perché in quel caso la tariffa cresce per coprire il costo e l'onere del finanziamento bancario.
1	Nessuna	_	_	_	_	2	det	_	_	2639	 	 
2	azienda	_	_	_	_	3	nsubj	_	_	2640	 	 
3	finanzierebbe	_	_	_	_	0	root	_	_	2641	 	 
4	più	_	_	_	_	5	advmod	_	_	2642	 	 
5	investimenti	_	_	_	_	3	obj	_	_	2643	 	 
6	con	_	_	_	_	7	case	_	_	2644	 	 
7	mezzi	_	_	_	_	3	obl	_	_	2645	 	 
8	propri	_	_	_	_	7	det:poss	_	_	2646	 	 
9	,	_	_	_	_	12	punct	_	_	2647	 	 
10	ma	_	_	_	_	12	cc	_	_	2648	 	 
11	tutti	_	_	_	_	12	nsubj	_	_	2649	 	 
12	finanzierebbero	_	_	_	_	3	conj	_	_	2650	 	 
13	investimenti	_	_	_	_	12	obj	_	_	2651	 	 
14-15	nell'	_	_	_	_	_	_	_	_	_	_	_
14	in	_	_	_	_	16	case	_	_	2652	 	 
15	l'	_	_	_	_	16	det	_	_	2653	 	 
16	acqua	_	_	_	_	13	nmod	_	_	2654	 	 
17	chiedendo	_	_	_	_	12	advcl	_	_	2655	 	 
18	i	_	_	_	_	19	det	_	_	2656	 	 
19	soldi	_	_	_	_	17	obj	_	_	2657	 	 
20	in	_	_	_	_	21	case	_	_	2658	 	 
21	banca	_	_	_	_	17	obl	_	_	2659	 	 
22	,	_	_	_	_	12	punct	_	_	2660	 	 
23	con	_	_	_	_	25	case	_	_	2661	 	 
24	il	_	_	_	_	25	det	_	_	2662	 	 
25	risultato	_	_	_	_	12	obl	_	_	2663	 	 
26	di	_	_	_	_	27	mark	_	_	2664	 	 
27	avere	_	_	_	_	25	acl	_	_	2665	 	 
28	tariffe	_	_	_	_	27	obj	_	_	2666	 	 
29	più	_	_	_	_	30	advmod	_	_	2667	 	 
30	elevate	_	_	_	_	28	amod	_	_	2668	 	 
31	,	_	_	_	_	27	punct	_	_	2669	 	 
32	perché	_	_	_	_	38	mark	_	_	2670	 	 
33	in	_	_	_	_	35	case	_	_	2671	 	 
34	quel	_	_	_	_	35	det	_	_	2672	 	 
35	caso	_	_	_	_	38	obl	_	_	2673	 	 
36	la	_	_	_	_	37	det	_	_	2674	 	 
37	tariffa	_	_	_	_	38	nsubj	_	_	2675	 	 
38	cresce	_	_	_	_	27	advcl	_	_	2676	 	 
39	per	_	_	_	_	40	mark	_	_	2677	 	 
40	coprire	_	_	_	_	38	advcl	_	_	2678	 	 
41	il	_	_	_	_	42	det	_	_	2679	 	 
42	costo	_	_	_	_	40	obj	_	_	2680	 	 
43	e	_	_	_	_	45	cc	_	_	2681	 	 
44	l'	_	_	_	_	45	det	_	_	2682	 	 
45	onere	_	_	_	_	42	conj	_	_	2683	 	 
46-47	del	_	_	_	_	_	_	_	_	_	_	_
46	di	_	_	_	_	48	case	_	_	2684	 	 
47	il	_	_	_	_	48	det	_	_	2685	 	 
48	finanziamento	_	_	_	_	45	nmod	_	_	2686	 	 
49	bancario	_	_	_	_	48	amod	_	_	2687	 	 
50	.	_	_	_	_	3	punct	_	_	2688	 	 
# sent_id = 61
# text = Quindi, si tratta di un colossale fraintendimento, spesso dettato, a parere di chi vi parla, da chi si lascia guidare nel dibattito da considerazioni ideologiche, più che propriamente pratiche, che ha creato in questi sette anni un clima inquinato riguardo al tema, quando invece, a mio modesto parere, gli argomenti sul tappeto sono ben altri.
1	Quindi	_	_	_	_	4	advmod	_	_	2689	 	 
2	,	_	_	_	_	1	punct	_	_	2690	 	 
3	si	_	_	_	_	4	expl	_	_	2691	 	 
4	tratta	_	_	_	_	0	root	_	_	2692	 	 
5	di	_	_	_	_	8	case	_	_	2693	 	 
6	un	_	_	_	_	8	det	_	_	2694	 	 
7	colossale	_	_	_	_	8	amod	_	_	2695	 	 
8	fraintendimento	_	_	_	_	4	obl	_	_	2696	 	 
9	,	_	_	_	_	8	punct	_	_	2697	 	 
10	spesso	_	_	_	_	11	advmod	_	_	2698	 	 
11	dettato	_	_	_	_	8	acl	_	_	2699	 	 
12	,	_	_	_	_	11	punct	_	_	2700	 	 
13	a	_	_	_	_	14	case	_	_	2701	 	 
14	parere	_	_	_	_	11	obl	_	_	2702	 	 
15	di	_	_	_	_	16	case	_	_	2703	 	 
16	chi	_	_	_	_	14	nmod	_	_	2704	 	 
17	vi	_	_	_	_	18	iobj	_	_	2705	 	 
18	parla	_	_	_	_	16	acl:relcl	_	_	2706	 	 
19	,	_	_	_	_	11	punct	_	_	2707	 	 
20	da	_	_	_	_	21	case	_	_	2708	 	 
21	chi	_	_	_	_	11	obl:agent	_	_	2709	 	 
22	si	_	_	_	_	23	expl	_	_	2710	 	 
23	lascia	_	_	_	_	21	acl:relcl	_	_	2711	 	 
24	guidare	_	_	_	_	23	xcomp	_	_	2712	 	 
25-26	nel	_	_	_	_	_	_	_	_	_	_	_
25	in	_	_	_	_	27	case	_	_	2713	 	 
26	il	_	_	_	_	27	det	_	_	2714	 	 
27	dibattito	_	_	_	_	24	obl	_	_	2715	 	 
28	da	_	_	_	_	29	case	_	_	2716	 	 
29	considerazioni	_	_	_	_	24	obl:agent	_	_	2717	 	 
30	ideologiche	_	_	_	_	29	amod	_	_	2718	 	 
31	,	_	_	_	_	30	punct	_	_	2719	 	 
32	più	_	_	_	_	35	advmod	_	_	2720	 	 
33	che	_	_	_	_	35	case	_	_	2721	 	 
34	propriamente	_	_	_	_	35	advmod	_	_	2722	 	 
35	pratiche	_	_	_	_	30	conj	_	_	2723	 	 
36	,	_	_	_	_	29	punct	_	_	2724	 	 
37	che	_	_	_	_	39	nsubj	_	_	2725	 	 
38	ha	_	_	_	_	39	aux	_	_	2726	 	 
39	creato	_	_	_	_	29	acl:relcl	_	_	2727	 	 
40	in	_	_	_	_	43	case	_	_	2728	 	 
41	questi	_	_	_	_	43	det	_	_	2729	 	 
42	sette	_	_	_	_	43	nummod	_	_	2730	 	 
43	anni	_	_	_	_	39	obl	_	_	2731	 	 
44	un	_	_	_	_	45	det	_	_	2732	 	 
45	clima	_	_	_	_	39	obj	_	_	2733	 	 
46	inquinato	_	_	_	_	45	amod	_	_	2734	 	 
47	riguardo	_	_	_	_	50	case	_	_	2735	 	 
48-49	al	_	_	_	_	_	_	_	_	_	_	_
48	a	_	_	_	_	47	fixed	_	_	2736	 	 
49	il	_	_	_	_	50	det	_	_	2737	 	 
50	tema	_	_	_	_	46	obl	_	_	2738	 	 
51	,	_	_	_	_	39	punct	_	_	2739	 	 
52	quando	_	_	_	_	67	mark	_	_	2740	 	 
53	invece	_	_	_	_	67	advmod	_	_	2741	 	 
54	,	_	_	_	_	53	punct	_	_	2742	 	 
55	a	_	_	_	_	58	case	_	_	2743	 	 
56	mio	_	_	_	_	58	det:poss	_	_	2744	 	 
57	modesto	_	_	_	_	58	amod	_	_	2745	 	 
58	parere	_	_	_	_	67	obl	_	_	2746	 	 
59	,	_	_	_	_	58	punct	_	_	2747	 	 
60	gli	_	_	_	_	61	det	_	_	2748	 	 
61	argomenti	_	_	_	_	67	nsubj	_	_	2749	 	 
62-63	sul	_	_	_	_	_	_	_	_	_	_	_
62	su	_	_	_	_	64	case	_	_	2750	 	 
63	il	_	_	_	_	64	det	_	_	2751	 	 
64	tappeto	_	_	_	_	61	nmod	_	_	2752	 	 
65	sono	_	_	_	_	67	cop	_	_	2753	 	 
66	ben	_	_	_	_	67	advmod	_	_	2754	 	 
67	altri	_	_	_	_	39	advcl	_	_	2755	 	 
68	.	_	_	_	_	4	punct	_	_	2756	 	 
# sent_id = 62
# text = Alcuni li ho cominciati ad accennare in questo breve intervento: è ottimale l'assetto della regolamentazione che abbiamo al momento?
1	Alcuni	_	_	_	_	4	dislocated	_	_	2757	O	_
2	li	_	_	_	_	4	obj	_	_	2758	O	_
3	ho	_	_	_	_	4	aux	_	_	2759	O	_
4	cominciati	_	_	_	_	0	root	_	_	2760	O	_
5	ad	_	_	_	_	6	mark	_	_	2761	O	_
6	accennare	_	_	_	_	4	xcomp	_	_	2762	O	_
7	in	_	_	_	_	10	case	_	_	2763	O	_
8	questo	_	_	_	_	10	det	_	_	2764	O	_
9	breve	_	_	_	_	10	amod	_	_	2765	O	_
10	intervento	_	_	_	_	6	obl	_	_	2766	O	_
11	:	_	_	_	_	4	punct	_	_	2767	O	_
12	è	_	_	_	_	13	cop	_	_	2768	O	_
13	ottimale	_	_	_	_	4	conj	_	_	2769	O	_
14	l'	_	_	_	_	15	det	_	_	2770	O	_
15	assetto	_	_	_	_	13	nsubj	_	_	2771	O	_
16-17	della	_	_	_	_	_	_	_	_	_	_	_
16	di	_	_	_	_	18	case	_	_	2772	O	_
17	la	_	_	_	_	18	det	_	_	2773	O	_
18	regolamentazione	_	_	_	_	15	nmod	_	_	2774	O	_
19	che	_	_	_	_	20	obj	_	_	2775	O	_
